month,lineage,genome_number,lineage_full_name,merged_lineage
April,BQ.1.2.2,1,B.1.1.529.5.3.1.1.1.1.1.2.2,Others
April,XBB.1.42,1,XBB.1.42,Others
April,XBB.1.5.77,1,XBB.1.5.77,XBB.1.5*
April,GA.9,1,XBB.1.17.1.9,Others
April,BN.1.3.9,1,B.1.1.529.2.75.5.1.3.9,BA.2.75*
April,XBB.1.5.21,1,XBB.1.5.21,XBB.1.5*
April,HH.7,1,XBB.2.3.2.7,Others
April,XBB.1.16.7,1,XBB.1.16.7,XBB.1.16*
April,JZ.1,1,XBB.1.5.107.1,XBB.1.5*
April,XBB.1.5.98,1,XBB.1.5.98,XBB.1.5*
April,FL.14,1,XBB.1.9.1.14,XBB.1.9.1*
April,FL.2.6,1,XBB.1.9.1.2.6,XBB.1.9.1*
April,HJ.1,1,XBB.1.5.1.1,XBB.1.5*
April,XBB.1.5.92,1,XBB.1.5.92,XBB.1.5*
April,XBB.1.16.4,1,XBB.1.16.4,XBB.1.16*
April,BF.7.18,1,B.1.1.529.5.2.1.7.18,Others
April,FK.1.1,1,B.1.1.529.2.75.3.4.1.1.1.1.17.1.1,BA.2.75*
April,XBB.1.5.52,1,XBB.1.5.52,XBB.1.5*
April,FL.17,1,XBB.1.9.1.17,XBB.1.9.1*
April,XBF.3,1,XBF.3,Others
May,FU.1,878,XBB.1.16.1.1,XBB.1.16*
May,XBB.1.16,416,XBB.1.16,XBB.1.16*
May,FL.2.3,366,XBB.1.9.1.2.3,XBB.1.9.1*
May,FL.4,321,XBB.1.9.1.4,XBB.1.9.1*
May,EG.5.1.1,315,XBB.1.9.2.5.1.1,EG.5.1*
May,GF.1,309,XBB.1.5.24.1,XBB.1.5*
May,XBB.1.5,296,XBB.1.5,XBB.1.5*
May,FY.3.1,275,XBB.1.22.1.3,XBB.1.22.1*
May,FL.2,240,XBB.1.9.1.2,XBB.1.9.1*
May,FL.16,153,XBB.1.9.1.16,XBB.1.9.1*
May,XBB.1.9.1,148,XBB.1.9.1,XBB.1.9.1*
May,FL.2.4,128,XBB.1.9.1.2.4,XBB.1.9.1*
May,FL.13.1,108,XBB.1.9.1.13.1,XBB.1.9.1*
May,FE.1.1,105,XBB.1.18.1.1.1,Others
May,FR.1.1,104,B.1.1.529.2.75.5.1.2.3.1.1,BA.2.75*
May,XBB.1.16.1,102,XBB.1.16.1,XBB.1.16*
May,FY.3.3,91,XBB.1.22.1.3,XBB.1.22.1*
May,FY.3.2,84,XBB.1.22.1.3,XBB.1.22.1*
May,FY.3,81,XBB.1.22.1.3,XBB.1.22.1*
May,FL.21.2,76,XBB.1.9.1.21.2,XBB.1.9.1*
May,EG.2,69,XBB.1.9.2.12,Others
May,XBB.1.42.2,64,XBB.1.42.2,Others
May,XBB.1.5.15,60,XBB.1.5.15,XBB.1.5*
May,FL.4.11,59,XBB.1.9.1.4.11,XBB.1.9.1*
May,FR.1.3,57,B.1.1.529.2.75.5.1.2.3.1.3,BA.2.75*
May,FL.4.6,57,XBB.1.9.1.4.6,XBB.1.9.1*
May,XBB.1.16.22,57,XBB.1.16.22,XBB.1.16*
May,GY.1,52,XBB.1.16.2.1,XBB.1.16*
May,XBB.1.9.2,48,XBB.1.9.2,Others
May,BF.7.14,48,B.1.1.529.5.2.1.7.14,BF.7.14*
May,XBB.1.16.18,46,XBB.1.16.18,XBB.1.16*
May,DY.2,44,B.1.1.529.5.2.48.2,BA.5.2.48*
May,XBB.1.5.24,38,XBB.1.5.24,XBB.1.5*
May,FR.1.4,37,B.1.1.529.2.75.5.1.2.3.1.4,BA.2.75*
May,FE.1.1.3,35,XBB.1.18.1.1.1.3,Others
May,GR.1,31,XBB.1.5.42.1,XBB.1.5*
May,GJ.1.2,31,XBB.2.3.3.1.2,Others
May,FL.13,31,XBB.1.9.1.13,XBB.1.9.1*
May,XBB.1.16.2,30,XBB.1.16.2,XBB.1.16*
May,FL.37,29,XBB.1.9.1.37,XBB.1.9.1*
May,FR.1,28,B.1.1.529.2.75.5.1.2.3.1,BA.2.75*
May,GW.1,28,XBB.1.19.1.1,Others
May,FL.4.2,26,XBB.1.9.1.4.2,XBB.1.9.1*
May,FL.5,25,XBB.1.9.1.5,XBB.1.9.1*
May,XBB.1.5.59,23,XBB.1.5.59,XBB.1.5*
May,XBB.1.24.3,22,XBB.1.24.3,Others
May,XBL.3,20,XBL.3,Others
May,EG.5.1,19,XBB.1.9.2.5.1,EG.5.1*
May,BN.1.2.7,19,B.1.1.529.2.75.5.1.2.7,BA.2.75*
May,FL.4.10,19,XBB.1.9.1.4.10,XBB.1.9.1*
May,FL.18,18,XBB.1.9.1.18,XBB.1.9.1*
May,XBB.1.44.1,18,XBB.1.44.1,Others
May,EU.1.1,17,XBB.1.5.26.1.1,XBB.1.5*
May,EG.4.2,17,XBB.1.9.2.14.2,Others
May,FL.35,17,XBB.1.9.1.35,XBB.1.9.1*
May,FL.12,17,XBB.1.9.1.12,XBB.1.9.1*
May,DY.1,17,B.1.1.529.5.2.48.1,BA.5.2.48*
May,GY.5,16,XBB.1.16.2.5,XBB.1.16*
May,XBB.2.3.7,16,XBB.2.3.7,Others
May,EG.1,16,XBB.1.9.2.11,Others
May,EG.13,15,XBB.1.9.2.113,Others
May,FR.1.2,15,B.1.1.529.2.75.5.1.2.3.1.2,BA.2.75*
May,XBB.1.5.62,14,XBB.1.5.62,XBB.1.5*
May,FL.15,14,XBB.1.9.1.15,XBB.1.9.1*
May,EG.14,14,XBB.1.9.2.114,Others
May,FP.4,13,XBB.1.11.1.4,Others
May,XBB.2.3,13,XBB.2.3,Others
May,HH.1,13,XBB.2.3.2.1,Others
May,EG.4,13,XBB.1.9.2.14,Others
May,XBB.2.3.2,13,XBB.2.3.2,Others
May,XBB.1.5.17,13,XBB.1.5.17,XBB.1.5*
May,BN.1.2.6,12,B.1.1.529.2.75.5.1.2.6,BA.2.75*
May,BN.1.2,12,B.1.1.529.2.75.5.1.2,BA.2.75*
May,GJ.3,12,XBB.2.3.3.3,Others
May,XBB.1.5.7,11,XBB.1.5.7,XBB.1.5*
May,XBB.1.16.25,11,XBB.1.16.25,XBB.1.16*
May,GY.6,11,XBB.1.16.2.6,XBB.1.16*
May,XBB.1.16.19,10,XBB.1.16.19,XBB.1.16*
May,XBB.1.22.2,10,XBB.1.22.2,Others
May,XBB.1.17.1,10,XBB.1.17.1,Others
May,EG.1.8,10,XBB.1.9.2.11.8,Others
May,XBB.1.22.1,9,XBB.1.22.1,XBB.1.22.1*
May,XBB.1.22,9,XBB.1.22,Others
May,FL.4.5,9,XBB.1.9.1.4.5,XBB.1.9.1*
May,EG.5.2.2,9,XBB.1.9.2.15.2.2,Others
May,FL.1.3,9,XBB.1.9.1.1.3,XBB.1.9.1*
May,FL.1,9,XBB.1.9.1.1,XBB.1.9.1*
May,XBB.2.3.5,9,XBB.2.3.5,Others
May,XBB.1.16.7,8,XBB.1.16.7,XBB.1.16*
May,XBB.1.5.23,8,XBB.1.5.23,XBB.1.5*
May,FL.3,8,XBB.1.9.1.3,XBB.1.9.1*
May,XBB.1.5.4,7,XBB.1.5.4,XBB.1.5*
May,GA.1,7,XBB.1.17.1.1,Others
May,GW.4,7,XBB.1.19.1.4,Others
May,FL.13.2,7,XBB.1.9.1.13.2,XBB.1.9.1*
May,XBB.1.46,7,XBB.1.46,Others
May,XBB.2.3.19,7,XBB.2.3.7,Others
May,FL.24,6,XBB.1.9.1.24,XBB.1.9.1*
May,GB.2,6,XBB.1.5.46.2,XBB.1.5*
May,XBB.1.9.6,6,XBB.1.9.6,Others
May,BF.7.14.1,6,B.1.1.529.5.2.1.7.14.1,BF.7.14*
May,XBB.1.43.1,6,XBB.1.43.1,Others
May,FU.2.1,6,XBB.1.16.1.2.1,XBB.1.16*
May,GV.1,6,XBB.1.5.48.1,XBB.1.5*
May,XBB.1.9.5,6,XBB.1.9.5,Others
May,XBB.1.16.4,6,XBB.1.16.4,XBB.1.16*
May,CH.1.1,5,B.1.1.529.2.75.3.4.1.1.1.1,BA.2.75*
May,HL.2,5,XBB.1.42.2.2,Others
May,GA.9,5,XBB.1.17.1.9,Others
May,XBB.2.3.6,5,XBB.2.3.6,Others
May,DY.4,5,B.1.1.529.5.2.48.4,BA.5.2.48*
May,HK.1,5,XBB.1.9.2.5.1.1.1,EG.5.1*
May,BF.7.14.5,5,B.1.1.529.5.2.1.7.14.5,BF.7.14*
May,BN.1.3,5,B.1.1.529.2.75.5.1.3,BA.2.75*
May,XBB.1.5.63,5,XBB.1.5.63,XBB.1.5*
May,XBB.1.5.32,5,XBB.1.5.32,XBB.1.5*
May,FL.18.1,5,XBB.1.9.1.18.1,XBB.1.9.1*
May,HK.4,4,XBB.1.9.2.5.1.1.4,EG.5.1*
May,DV.6.2,4,B.1.1.529.2.75.3.4.1.1.1.1.1.6.2,BA.2.75*
May,EG.4.4,4,XBB.1.9.2.14.4,Others
May,FL.2.2.1,4,XBB.1.9.1.2.2.1,XBB.1.9.1*
May,FL.23.1,4,XBB.1.9.1.23.1,XBB.1.9.1*
May,XBB.1.16.12,4,XBB.1.16.12,XBB.1.16*
May,FY.2.1,4,XBB.1.22.1.2.1,XBB.1.22.1*
May,XBB.1.16.8,4,XBB.1.16.8,XBB.1.16*
May,XBB.1.24.1,4,XBB.1.24.1,Others
May,GE.1.4,4,XBB.2.3.10.1.4,Others
May,XBB.1.16.13,4,XBB.1.16.13,XBB.1.16*
May,FL.1.4,4,XBB.1.9.1.1.4,XBB.1.9.1*
May,GM.1,4,XBB.2.3.6.1,Others
May,XBB.1.31.2,4,XBB.1.31.2,Others
May,EG.5.1.4,4,XBB.1.9.2.5.1.4,EG.5.1*
May,XBB.2.3.11,4,XBB.2.3.11,Others
May,XBB.1.16.21,4,XBB.1.16.21,XBB.1.16*
May,FL.22,4,XBB.1.9.1.22,XBB.1.9.1*
May,XBB.2.3.8,4,XBB.2.3.8,Others
May,BN.1.3.13,3,B.1.1.529.2.75.5.1.3.13,BA.2.75*
May,GA.5,3,XBB.1.17.1.5,Others
May,FD.3,3,XBB.1.5.15.3,XBB.1.5*
May,XBB.1.16.10,3,XBB.1.16.10,XBB.1.16*
May,FB.1,3,B.1.1.529.5.3.1.1.1.1.1.2.1.1,Others
May,HB.1,3,XBB.1.34.2.1,Others
May,FK.1.2.2,3,B.1.1.529.2.75.3.4.1.1.1.1.17.1.2.2,BA.2.75*
May,FP.1,3,XBB.1.11.1.1,Others
May,XBB.1.5.13,3,XBB.1.5.13,XBB.1.5*
May,XBB.1.5.25,3,XBB.1.5.25,XBB.1.5*
May,XBB.1.5.85,3,XBB.1.5.85,XBB.1.5*
May,XBB.2.3.9,3,XBB.2.3.9,Others
May,XBB.2.9,3,XBB.2.9,Others
May,XBB.1.16.11,3,XBB.1.16.11,XBB.1.16*
May,XBB.2.3.12,3,XBB.2.3.12,Others
May,XBB.1.5.77,3,XBB.1.5.77,XBB.1.5*
May,BA.5.2.48,3,B.1.1.529.5.2.48,BA.5.2.48*
May,XDB,3,XDB,Others
May,XBB.1.42,3,XBB.1.42,Others
May,XBB.1.21,3,XBB.1.21,Others
May,GY.7,3,XBB.1.16.2.7,XBB.1.16*
May,DY.3,3,B.1.1.529.5.2.48.3,BA.5.2.48*
May,XBB.1.5.37,2,XBB.1.5.37,XBB.1.5*
May,GY.2.1,2,XBB.1.16.2.2.1,XBB.1.16*
May,FY.1.4,2,XBB.1.22.1.1.4,XBB.1.22.1*
May,FY.2,2,XBB.1.22.1.2,XBB.1.22.1*
May,FL.5.1,2,XBB.1.9.1.5.1,XBB.1.9.1*
May,EG.1.6,2,XBB.1.9.2.11.6,Others
May,XBB.1.5.57,2,XBB.1.5.57,XBB.1.5*
May,FU.2,2,XBB.1.16.1.2,XBB.1.16*
May,XBB.1.16.5,2,XBB.1.16.5,XBB.1.16*
May,XAY.1.1.3,2,XAY.1.1.3,Others
May,GA.2,2,XBB.1.17.1.2,Others
May,XBB.1.31,2,XBB.1.31,Others
May,XBF,2,XBF,Others
May,FE.1.2,2,XBB.1.18.1.1.2,Others
May,FL.1.6,2,XBB.1.9.1.1.6,XBB.1.9.1*
May,XBB.1.41,2,XBB.1.41,Others
May,XBL.2,2,XBL.2,Others
May,HH.7,2,XBB.2.3.2.7,Others
May,BN.1.3.5,2,B.1.1.529.2.75.5.1.3.5,BA.2.75*
May,FL.4.3,2,XBB.1.9.1.4.3,XBB.1.9.1*
May,GK.1,2,XBB.1.5.70.1,XBB.1.5*
May,XBB.1.5.12,2,XBB.1.5.12,XBB.1.5*
May,XBB.1.5.49,2,XBB.1.5.49,XBB.1.5*
May,GM.2,2,XBB.2.3.6.2,Others
May,FL.23.2.1,2,XBB.1.9.1.23.2.1,XBB.1.9.1*
May,FL.14,2,XBB.1.9.1.14,XBB.1.9.1*
May,GY.3,2,XBB.1.16.2.3,XBB.1.16*
May,FL.7,2,XBB.1.9.1.7,XBB.1.9.1*
May,FL.10,2,XBB.1.9.1.10,XBB.1.9.1*
May,FY.1.1,2,XBB.1.22.1.1.1,XBB.1.22.1*
May,XBB.1.19.1,2,XBB.1.19.1,Others
May,BN.1.1,2,B.1.1.529.2.75.5.1.1,BA.2.75*
May,XBB.1.5.28,2,XBB.1.5.28,XBB.1.5*
May,XBB.1.5.16,2,XBB.1.5.16,XBB.1.5*
May,BF.7.14.2,2,B.1.1.529.5.2.1.7.14.2,BF.7.14*
May,HH.2,2,XBB.2.3.2.2,Others
May,FL.34,2,XBB.1.9.1.34,XBB.1.9.1*
May,FL.2.3.1,2,XBB.1.9.1.2.3.1,XBB.1.9.1*
May,BN.1.3.9,2,B.1.1.529.2.75.5.1.3.9,BA.2.75*
May,EJ.2,2,B.1.1.529.2.75.5.1.3.8.2,BA.2.75*
May,XBB.1.5.84,1,XBB.1.5.84,XBB.1.5*
May,XBB.1.16.3,1,XBB.1.16.3,XBB.1.16*
May,XBB.1.16.20,1,XBB.1.16.20,XBB.1.16*
May,HH.2.1,1,XBB.2.3.2.2.1,Others
May,BQ.1.1.53,1,B.1.1.529.5.3.1.1.1.1.1.1.53,Others
May,FL.1.2,1,XBB.1.9.1.1.2,XBB.1.9.1*
May,EG.3,1,XBB.1.9.2.13,Others
May,XBB.1.5.52,1,XBB.1.5.52,XBB.1.5*
May,EG.8,1,XBB.1.9.2.18,Others
May,XBB.1.5.20,1,XBB.1.5.20,XBB.1.5*
May,FL.31,1,XBB.1.9.1.31,XBB.1.9.1*
May,EG.5.2,1,XBB.1.9.2.15.2,Others
May,XBB.1.5.39,1,XBB.1.5.39,XBB.1.5*
May,BF.7.14.4,1,B.1.1.529.5.2.1.7.14.4,BF.7.14*
May,FL.2.1,1,XBB.1.9.1.2.1,XBB.1.9.1*
May,EG.6,1,XBB.1.9.2.16,Others
May,FL.3.1,1,XBB.1.9.1.3.1,XBB.1.9.1*
May,XBB.1.31.1,1,XBB.1.31.1,Others
May,HK.2,1,XBB.1.9.2.5.1.1.2,EG.5.1*
May,HK.28,1,XBB.1.9.2.5.1.1.28,EG.5.1*
May,GA.6,1,XBB.1.17.1.6,Others
May,XBB.1.41.3,1,XBB.1.41.3,Others
May,HK.30,1,XBB.1.9.2.5.1.1.30,EG.5.1*
May,HQ.1,1,XBB.1.5.92.1,XBB.1.5*
May,FK.1.1.2,1,B.1.1.529.2.75.3.4.1.1.1.1.17.1.1.2,BA.2.75*
May,FL.21,1,XBB.1.9.1.21,XBB.1.9.1*
May,XBB.1.24,1,XBB.1.24,Others
May,FL.1.5.1,1,XBB.1.9.1.1.5.1,XBB.1.9.1*
May,FL.13.4,1,XBB.1.9.1.13.4,XBB.1.9.1*
May,FY.5,1,XBB.1.22.1.5,XBB.1.22.1*
May,XBB.1.5.53,1,XBB.1.5.53,XBB.1.5*
May,EG.5.1.15,1,XBB.1.9.2.5.1.15,EG.5.1*
May,FL.4.8,1,XBB.1.9.1.4.8,XBB.1.9.1*
May,XBB.1.5.1,1,XBB.1.5.1,XBB.1.5*
May,XBB.1.28,1,XBB.1.28,Others
May,DY.1.1,1,B.1.1.529.5.2.48.1.1,BA.5.2.48*
May,EG.5,1,XBB.1.9.2.15,Others
May,XBB.1.5.72,1,XBB.1.5.72,XBB.1.5*
May,XBB.1.39,1,XBB.1.39,Others
May,FY.1,1,XBB.1.22.1.1,XBB.1.22.1*
May,XBB.1.5.76,1,XBB.1.5.76,XBB.1.5*
May,XBB.2.3.3,1,XBB.2.3.3,Others
May,XBB.1.5.47,1,XBB.1.5.47,XBB.1.5*
May,FK.1.1,1,B.1.1.529.2.75.3.4.1.1.1.1.17.1.1,BA.2.75*
May,FL.18.1.1,1,XBB.1.9.1.18.1.1,XBB.1.9.1*
May,XBL.3.1,1,XBL.3.1,Others
May,FL.6,1,XBB.1.9.1.6,XBB.1.9.1*
May,XBB.1.5.30,1,XBB.1.5.30,XBB.1.5*
May,GJ.5,1,XBB.2.3.3.5,Others
May,GL.2,1,XAY.1.1.1.2,Others
May,XBB.1.5.18,1,XBB.1.5.18,XBB.1.5*
May,XBB.1.5.11,1,XBB.1.5.11,XBB.1.5*
May,XBB.1.5.90,1,XBB.1.5.90,XBB.1.5*
May,HH.1.1,1,XBB.2.3.2.1.1,Others
May,EL.1,1,XBB.1.5.14.1,XBB.1.5*
May,FL.1.5,1,XBB.1.9.1.1.5,XBB.1.9.1*
May,FY.4.1.2,1,XBB.1.22.1.4.1.2,XBB.1.22.1*
May,GW.5.2,1,XBB.1.19.1.5.2,Others
May,HK.27,1,XBB.1.9.2.5.1.1.27,EG.5.1*
May,FL.15.2,1,XBB.1.9.1.15.2,XBB.1.9.1*
May,FD.2,1,XBB.1.5.15.2,XBB.1.5*
May,BA.5.2.50,1,B.1.1.529.5.2.50,Others
May,DZ.1,1,B.1.1.529.5.2.49.1,Others
May,XBB.1.5.69,1,XBB.1.5.69,XBB.1.5*
May,FV.1,1,B.1.1.529.2.3.20.8.1.1.1,Others
May,XBB.1.5.101,1,XBB.1.5.101,XBB.1.5*
June,EG.5.1.1,645,XBB.1.9.2.5.1.1,EG.5.1*
June,FU.1,576,XBB.1.16.1.1,XBB.1.16*
June,FY.3.1,224,XBB.1.22.1.3,XBB.1.22.1*
June,XBB.1.16,178,XBB.1.16,XBB.1.16*
June,FL.4,159,XBB.1.9.1.4,XBB.1.9.1*
June,GF.1,124,XBB.1.5.24.1,XBB.1.5*
June,FL.2.3,106,XBB.1.9.1.2.3,XBB.1.9.1*
June,XBB.1.42.2,82,XBB.1.42.2,Others
June,FY.3.3,75,XBB.1.22.1.3,XBB.1.22.1*
June,FY.3.2,74,XBB.1.22.1.3,XBB.1.22.1*
June,XBB.1.16.1,68,XBB.1.16.1,XBB.1.16*
June,XBB.1.9.1,65,XBB.1.9.1,XBB.1.9.1*
June,FL.16,65,XBB.1.9.1.16,XBB.1.9.1*
June,FE.1.1,65,XBB.1.18.1.1.1,Others
June,XBB.1.5,61,XBB.1.5,XBB.1.5*
June,FL.2,51,XBB.1.9.1.2,XBB.1.9.1*
June,FL.2.4,50,XBB.1.9.1.2.4,XBB.1.9.1*
June,GY.1,42,XBB.1.16.2.1,XBB.1.16*
June,FR.1.1,41,B.1.1.529.2.75.5.1.2.3.1.1,BA.2.75*
June,FY.3,36,XBB.1.22.1.3,XBB.1.22.1*
June,EG.2,34,XBB.1.9.2.12,Others
June,XBB.1.22.1,26,XBB.1.22.1,XBB.1.22.1*
June,EG.5.1,24,XBB.1.9.2.5.1,EG.5.1*
June,XBB.1.9.2,21,XBB.1.9.2,Others
June,FL.15,20,XBB.1.9.1.15,XBB.1.9.1*
June,FL.4.10,19,XBB.1.9.1.4.10,XBB.1.9.1*
June,XBB.1.16.18,19,XBB.1.16.18,XBB.1.16*
June,FL.21.2,18,XBB.1.9.1.21.2,XBB.1.9.1*
June,FL.4.11,18,XBB.1.9.1.4.11,XBB.1.9.1*
June,FR.1.3,17,B.1.1.529.2.75.5.1.2.3.1.3,BA.2.75*
June,EG.1,17,XBB.1.9.2.11,Others
June,HK.1,17,XBB.1.9.2.5.1.1.1,EG.5.1*
June,FL.4.6,17,XBB.1.9.1.4.6,XBB.1.9.1*
June,FR.1,15,B.1.1.529.2.75.5.1.2.3.1,BA.2.75*
June,FL.24,14,XBB.1.9.1.24,XBB.1.9.1*
June,FR.1.4,13,B.1.1.529.2.75.5.1.2.3.1.4,BA.2.75*
June,XBB.1.16.2,13,XBB.1.16.2,XBB.1.16*
June,FE.1.1.3,13,XBB.1.18.1.1.1.3,Others
June,GJ.3,12,XBB.2.3.3.3,Others
June,FL.13.2,12,XBB.1.9.1.13.2,XBB.1.9.1*
June,HL.2,10,XBB.1.42.2.2,Others
June,FL.13.1,10,XBB.1.9.1.13.1,XBB.1.9.1*
June,XBB.1.16.22,10,XBB.1.16.22,XBB.1.16*
June,FL.4.2,9,XBB.1.9.1.4.2,XBB.1.9.1*
June,XBB.1.44.1,9,XBB.1.44.1,Others
June,HK.28,9,XBB.1.9.2.5.1.1.28,EG.5.1*
June,FL.37,9,XBB.1.9.1.37,XBB.1.9.1*
June,GJ.1.2,9,XBB.2.3.3.1.2,Others
June,XBB.1.5.59,9,XBB.1.5.59,XBB.1.5*
June,XBB.1.5.15,9,XBB.1.5.15,XBB.1.5*
June,FL.12,8,XBB.1.9.1.12,XBB.1.9.1*
June,GY.5,8,XBB.1.16.2.5,XBB.1.16*
June,FL.5,8,XBB.1.9.1.5,XBB.1.9.1*
June,FU.2.1,8,XBB.1.16.1.2.1,XBB.1.16*
June,EU.1.1,7,XBB.1.5.26.1.1,XBB.1.5*
June,XBB.1.16.25,7,XBB.1.16.25,XBB.1.16*
June,HK.30,7,XBB.1.9.2.5.1.1.30,EG.5.1*
June,GR.1,7,XBB.1.5.42.1,XBB.1.5*
June,HH.1,7,XBB.2.3.2.1,Others
June,EG.4.2,6,XBB.1.9.2.14.2,Others
June,GW.1,6,XBB.1.19.1.1,Others
June,XBB.1.24.3,6,XBB.1.24.3,Others
June,EG.5.2.2,5,XBB.1.9.2.15.2.2,Others
June,GJ.1.1,5,XBB.2.3.3.1.1,Others
June,FP.4,5,XBB.1.11.1.4,Others
June,HK.4,5,XBB.1.9.2.5.1.1.4,EG.5.1*
June,HK.27,5,XBB.1.9.2.5.1.1.27,EG.5.1*
June,HK.3,5,XBB.1.9.2.5.1.1.3,EG.5.1*
June,XBB.1.17.1,5,XBB.1.17.1,Others
June,XBB.1.5.24,5,XBB.1.5.24,XBB.1.5*
June,BN.1.2.7,5,B.1.1.529.2.75.5.1.2.7,BA.2.75*
June,XBB.1.5.17,5,XBB.1.5.17,XBB.1.5*
June,GY.6,4,XBB.1.16.2.6,XBB.1.16*
June,FL.1.5.1,4,XBB.1.9.1.1.5.1,XBB.1.9.1*
June,XBB.1.22,4,XBB.1.22,Others
June,FL.4.5,4,XBB.1.9.1.4.5,XBB.1.9.1*
June,XBB.2.3.8,4,XBB.2.3.8,Others
June,HK.2,4,XBB.1.9.2.5.1.1.2,EG.5.1*
June,HK.5,4,XBB.1.9.2.5.1.1.5,EG.5.1*
June,FL.35,4,XBB.1.9.1.35,XBB.1.9.1*
June,XBB.1.16.19,4,XBB.1.16.19,XBB.1.16*
June,FL.18,4,XBB.1.9.1.18,XBB.1.9.1*
June,GE.1.4,4,XBB.2.3.10.1.4,Others
June,XBB.2.3.5,4,XBB.2.3.5,Others
June,EG.4.4,3,XBB.1.9.2.14.4,Others
June,HF.1,3,XBB.1.16.13.1,XBB.1.16*
June,FL.1,3,XBB.1.9.1.1,XBB.1.9.1*
June,BN.1.2,3,B.1.1.529.2.75.5.1.2,BA.2.75*
June,XBB.1.16.12,3,XBB.1.16.12,XBB.1.16*
June,FL.18.1,3,XBB.1.9.1.18.1,XBB.1.9.1*
June,XBB.1.16.10,3,XBB.1.16.10,XBB.1.16*
June,BN.1.3.13,3,B.1.1.529.2.75.5.1.3.13,BA.2.75*
June,HH.7,3,XBB.2.3.2.7,Others
June,XBB.2.3.11,3,XBB.2.3.11,Others
June,XBB.1.5.4,3,XBB.1.5.4,XBB.1.5*
June,HK.23,3,XBB.1.9.2.5.1.1.23,EG.5.1*
June,GY.3,3,XBB.1.16.2.3,XBB.1.16*
June,XBB.2.3.6,3,XBB.2.3.6,Others
June,FV.1,3,B.1.1.529.2.3.20.8.1.1.1,Others
June,GW.1.1,2,XBB.1.19.1.1.1,Others
June,XBB.2.3,2,XBB.2.3,Others
June,DV.6.2,2,B.1.1.529.2.75.3.4.1.1.1.1.1.6.2,BA.2.75*
June,XBB.1.16.11,2,XBB.1.16.11,XBB.1.16*
June,GS.1,2,XBB.2.3.11.1,Others
June,XBB.1.5.63,2,XBB.1.5.63,XBB.1.5*
June,EG.13,2,XBB.1.9.2.113,Others
June,FD.3,2,XBB.1.5.15.3,XBB.1.5*
June,DV.6.1,2,B.1.1.529.2.75.3.4.1.1.1.1.1.6.1,BA.2.75*
June,GD.1,2,XBB.1.9.3.1,Others
June,FL.2.3.1,2,XBB.1.9.1.2.3.1,XBB.1.9.1*
June,FL.3.1,2,XBB.1.9.1.3.1,XBB.1.9.1*
June,XBB.1.5.94,2,XBB.1.5.94,XBB.1.5*
June,GY.2.1,2,XBB.1.16.2.2.1,XBB.1.16*
June,FL.10,2,XBB.1.9.1.10,XBB.1.9.1*
June,FL.23.1,2,XBB.1.9.1.23.1,XBB.1.9.1*
June,XBB.2.3.7,2,XBB.2.3.7,Others
June,HH.1.1,2,XBB.2.3.2.1.1,Others
June,BN.1.3.5,2,B.1.1.529.2.75.5.1.3.5,BA.2.75*
June,XBB.1.16.20,2,XBB.1.16.20,XBB.1.16*
June,FY.2,1,XBB.1.22.1.2,XBB.1.22.1*
June,FY.2.1,1,XBB.1.22.1.2.1,XBB.1.22.1*
June,EG.5.1.2,1,XBB.1.9.2.5.1.2,EG.5.1*
June,XBB.1.42,1,XBB.1.42,Others
June,EG.14,1,XBB.1.9.2.114,Others
June,XBB.2.3.2,1,XBB.2.3.2,Others
June,HK.8.1,1,XBB.1.9.2.5.1.1.8.1,EG.5.1*
June,XBB.1.5.23,1,XBB.1.5.23,XBB.1.5*
June,XBB.1.5.66,1,XBB.1.5.66,XBB.1.5*
June,HK.19,1,XBB.1.9.2.5.1.1.19,EG.5.1*
June,FK.1.3.2,1,B.1.1.529.2.75.3.4.1.1.1.1.17.1.3.2,BA.2.75*
June,FL.13,1,XBB.1.9.1.13,XBB.1.9.1*
June,EG.5.1.4,1,XBB.1.9.2.5.1.4,EG.5.1*
June,CJ.1.3.1,1,B.1.1.529.2.75.3.1.1.1.1.3.1,BA.2.75*
June,XCE,1,XCE,Others
June,HK.17,1,XBB.1.9.2.5.1.1.17,EG.5.1*
June,BA.5.2,1,B.1.1.529.5.2,Others
June,XBB.1.5.57,1,XBB.1.5.57,XBB.1.5*
June,XBB.1.5.35,1,XBB.1.5.35,XBB.1.5*
June,EG.4.3,1,XBB.1.9.2.14.3,Others
June,GJ.5,1,XBB.2.3.3.5,Others
June,FL.19,1,XBB.1.9.1.19,XBB.1.9.1*
June,HH.3,1,XBB.2.3.2.3,Others
June,FY.5.3,1,XBB.1.22.1.5.3,XBB.1.22.1*
June,FL.1.4,1,XBB.1.9.1.1.4,XBB.1.9.1*
June,FY.1.2,1,XBB.1.22.1.1.2,XBB.1.22.1*
June,XBB.1.33,1,XBB.1.33,Others
June,XBB.1.5.85,1,XBB.1.5.85,XBB.1.5*
June,XBL.3.1,1,XBL.3.1,Others
June,FB.1,1,B.1.1.529.5.3.1.1.1.1.1.2.1.1,Others
June,FL.1.3,1,XBB.1.9.1.1.3,XBB.1.9.1*
June,XBB.1.5.28,1,XBB.1.5.28,XBB.1.5*
June,EG.6.1,1,XBB.1.9.2.16.1,Others
June,XBC.1.6,1,XBC.1.6,Others
