month,lineage,genome_number,lineage_full_name,merged_lineage
August,FL.10,1,XBB.1.9.1.10,XBB.1.9.1*
September,HK.3,448,XBB.1.9.2.5.1.1.3,EG.5.1*
September,EG.5.1.1,231,XBB.1.9.2.5.1.1,EG.5.1*
September,EG.5.1.8,66,XBB.1.9.2.5.1.8,EG.5.1*
September,HK.3.2,61,XBB.1.9.2.5.1.1.3.2,EG.5.1*
September,HK.8.1,53,XBB.1.9.2.5.1.1.8.1,EG.5.1*
September,HK.3.1,44,XBB.1.9.2.5.1.1.3.1,EG.5.1*
September,HK.27.1,42,XBB.1.9.2.5.1.1.27.1,EG.5.1*
September,EG.5.1,40,XBB.1.9.2.5.1,EG.5.1*
September,HK.32,38,XBB.1.9.2.5.1.1.32,EG.5.1*
September,FY.3.1,25,XBB.1.22.1.3,XBB.1.22.1*
September,HK.13,22,XBB.1.9.2.5.1.1.13,EG.5.1*
September,HK.3.3,21,XBB.1.9.2.5.1.1.3.3,EG.5.1*
September,HK.2,19,XBB.1.9.2.5.1.1.2,EG.5.1*
September,HK.3.6,18,XBB.1.9.2.5.1.1.3.6,EG.5.1*
September,HK.3.9,16,XBB.1.9.2.5.1.1.3.9,EG.5.1*
September,HK.8,15,XBB.1.9.2.5.1.1.8,EG.5.1*
September,XBB.1.16.26,14,XBB.1.16.26,XBB.1.16*
September,HK.17,14,XBB.1.9.2.5.1.1.17,EG.5.1*
September,HK.3.11,12,XBB.1.9.2.5.1.1.3.11,EG.5.1*
September,HK.14,12,XBB.1.9.2.5.1.1.14,EG.5.1*
September,FY.3,12,XBB.1.22.1.3,XBB.1.22.1*
September,HK.4,11,XBB.1.9.2.5.1.1.4,EG.5.1*
September,HK.3.13,10,XBB.1.9.2.5.1.1.3.13,EG.5.1*
September,EG.5.1.4,10,XBB.1.9.2.5.1.4,EG.5.1*
September,HK.13.1,9,XBB.1.9.2.5.1.1.13.1,EG.5.1*
September,HK.27.1.1,9,XBB.1.9.2.5.1.1.27.1.1,EG.5.1*
September,HF.1,8,XBB.1.16.13.1,XBB.1.16*
September,HK.2.1,8,XBB.1.9.2.5.1.1.2.1,EG.5.1*
September,EG.5,8,XBB.1.9.2.15,Others
September,HK.23.1,7,XBB.1.9.2.5.1.1.23.1,EG.5.1*
September,HK.1.2,6,XBB.1.9.2.5.1.1.1.2,EG.5.1*
September,FY.3.2,6,XBB.1.22.1.3,XBB.1.22.1*
September,XBB.1.16.6,6,XBB.1.16.6,XBB.1.16*
September,XBB.1.42.2,6,XBB.1.42.2,Others
September,GK.1.1,6,XBB.2.3.10.1.1,Others
September,XBB.1.16.11,6,XBB.1.16.11,XBB.1.16*
September,KB.2,5,XBB.1.9.2.5.1.8.2,EG.5.1*
September,HK.19,5,XBB.1.9.2.5.1.1.19,EG.5.1*
September,FL.1.5.1,5,XBB.1.9.1.1.5.1,XBB.1.9.1*
September,HK.1,5,XBB.1.9.2.5.1.1.1,EG.5.1*
September,JJ.1,5,XBB.1.9.2.5.1.4.1,EG.5.1*
September,HK.18,5,XBB.1.9.2.5.1.1.18,EG.5.1*
September,HK.3.7,4,XBB.1.9.2.5.1.1.3.7,EG.5.1*
September,HK.27,4,XBB.1.9.2.5.1.1.27,EG.5.1*
September,HK.3.5,4,XBB.1.9.2.5.1.1.3.5,EG.5.1*
September,FU.1,4,XBB.1.16.1.1,XBB.1.16*
September,GY.1.1,4,XBB.1.16.2.1.1,XBB.1.16*
September,HK.20.1,4,XBB.1.9.2.5.1.1.20.1,EG.5.1*
September,XDC,4,XDC,Others
September,XBB.1.16,4,XBB.1.16,XBB.1.16*
September,FL.15,4,XBB.1.9.1.15,XBB.1.9.1*
September,EG.1,4,XBB.1.9.2.11,Others
September,GZ.1,3,XBB.2.3.4.1,Others
September,FL.2.3,3,XBB.1.9.1.2.3,XBB.1.9.1*
September,FY.8,3,XBB.1.22.1.8,XBB.1.22.1*
September,EG.5.1.17,3,XBB.1.9.2.5.1.17,EG.5.1*
September,FL.15.2,3,XBB.1.9.1.15.2,XBB.1.9.1*
September,HK.12,3,XBB.1.9.2.5.1.1.12,EG.5.1*
September,HK.3.10,3,XBB.1.9.2.5.1.1.3.10,EG.5.1*
September,XBB.1.22.1,3,XBB.1.22.1,XBB.1.22.1*
September,HV.1,3,XBB.1.9.2.5.1.6.1,EG.5.1*
September,GJ.1.2,2,XBB.2.3.3.1.2,Others
September,FL.2.3.1,2,XBB.1.9.1.2.3.1,XBB.1.9.1*
September,FL.13.2,2,XBB.1.9.1.13.2,XBB.1.9.1*
September,HK.3.4,2,XBB.1.9.2.5.1.1.3.4,EG.5.1*
September,HK.28,2,XBB.1.9.2.5.1.1.28,EG.5.1*
September,HK.24.1,2,XBB.1.9.2.5.1.1.24.1,EG.5.1*
September,XBB.1.16.17,2,XBB.1.16.17,XBB.1.16*
September,DV.7.1,2,B.1.1.529.2.75.3.4.1.1.1.1.1.7.1,BA.2.75*
September,GJ.5,2,XBB.2.3.3.5,Others
September,XCN,2,XCN,Others
September,FY.3.3,2,XBB.1.22.1.3,XBB.1.22.1*
September,FL.4,2,XBB.1.9.1.4,XBB.1.9.1*
September,KB.1,1,XBB.1.9.2.5.1.8.1,EG.5.1*
September,GE.1,1,XBB.2.3.10.1.1,Others
September,XBB.1.24.3,1,XBB.1.24.3,Others
September,HH.1,1,XBB.2.3.2.1,Others
September,EG.5.1.2,1,XBB.1.9.2.5.1.2,EG.5.1*
September,FL.18.1,1,XBB.1.9.1.18.1,XBB.1.9.1*
September,DV.6.2,1,B.1.1.529.2.75.3.4.1.1.1.1.1.6.2,BA.2.75*
September,XBB.2.3.8,1,XBB.2.3.8,Others
September,HK.29,1,XBB.1.9.2.5.1.1.29,EG.5.1*
September,EG.6.1.1,1,XBB.1.9.2.16.1.1,Others
September,EG.5.1.18,1,XBB.1.9.2.5.1.18,EG.5.1*
September,GS.7,1,XBB.2.3.11.7,Others
September,GL.1,1,XAY.1.1.1.1,Others
September,XBB.2.3.2,1,XBB.2.3.2,Others
September,XBB.1.16.15,1,XBB.1.16.15,XBB.1.16*
September,GR.1,1,XBB.1.5.42.1,XBB.1.5*
September,EG.5.1.12,1,XBB.1.9.2.5.1.12,EG.5.1*
September,GY.7,1,XBB.1.16.2.7,XBB.1.16*
September,GJ.4,1,XBB.2.3.3.4,Others
September,GS.4.1,1,XBB.2.3.11.4.1,Others
September,XBB.2.3,1,XBB.2.3,Others
September,XBB.2.3.5,1,XBB.2.3.5,Others
September,JN.2,1,B.1.1.529.2.86.1.2,Others
September,FL.4.10,1,XBB.1.9.1.4.10,XBB.1.9.1*
September,HK.11,1,XBB.1.9.2.5.1.1.11,EG.5.1*
September,EG.6.1,1,XBB.1.9.2.16.1,Others
September,XBB.1.16.1,1,XBB.1.16.1,XBB.1.16*
September,JE.1,1,XBB.2.3.3.1.2.1.1,Others
September,XBB.1.16.8,1,XBB.1.16.8,XBB.1.16*
September,HK.30,1,XBB.1.9.2.5.1.1.30,EG.5.1*
September,FY.5.3,1,XBB.1.22.1.5.3,XBB.1.22.1*
September,FL.2,1,XBB.1.9.1.2,XBB.1.9.1*
September,FE.1.2,1,XBB.1.18.1.1.2,Others
September,JF.1,1,XBB.1.16.6.1,XBB.1.16*
September,FL.10.1,1,XBB.1.9.1.10.1,XBB.1.9.1*
September,FL.1.5,1,XBB.1.9.1.1.5,XBB.1.9.1*
September,GK.2.1,1,XBB.1.5.70.2.1,XBB.1.5*
September,GJ.5.1,1,XBB.2.3.3.5.1,Others
September,GW.5,1,XBB.1.19.1.5,Others
September,JM.2,1,XBB.1.16.15.2,XBB.1.16*
September,JD.1.1,1,XBB.1.5.102.1.1,XBB.1.5*
September,EG.6.1.2,1,XBB.1.9.2.16.1.2,Others
September,FR.1.5,1,B.1.1.529.2.75.5.1.2.3.1.5,BA.2.75*
September,BA.2.86.1,1,B.1.1.529.2.86.1,Others
September,GE.1.4,1,XBB.2.3.10.1.4,Others
September,FE.1.1,1,XBB.1.18.1.1.1,Others
September,GY.1,1,XBB.1.16.2.1,XBB.1.16*
September,HK.7,1,XBB.1.9.2.5.1.1.7,EG.5.1*
September,EG.2,1,XBB.1.9.2.12,Others
September,GW.5.2,1,XBB.1.19.1.5.2,Others
September,EG.1.6,1,XBB.1.9.2.11.6,Others
September,FU.2,1,XBB.1.16.1.2,XBB.1.16*
September,FY.2,1,XBB.1.22.1.2,XBB.1.22.1*
September,FL.5,1,XBB.1.9.1.5,XBB.1.9.1*
October,HK.3,333,XBB.1.9.2.5.1.1.3,EG.5.1*
October,HK.3.2,96,XBB.1.9.2.5.1.1.3.2,EG.5.1*
October,EG.5.1.1,72,XBB.1.9.2.5.1.1,EG.5.1*
October,HK.3.1,71,XBB.1.9.2.5.1.1.3.1,EG.5.1*
October,EG.5.1.8,50,XBB.1.9.2.5.1.8,EG.5.1*
October,HK.8.1,50,XBB.1.9.2.5.1.1.8.1,EG.5.1*
October,HK.27.1,35,XBB.1.9.2.5.1.1.27.1,EG.5.1*
October,HK.27.1.1,29,XBB.1.9.2.5.1.1.27.1.1,EG.5.1*
October,HK.3.3,24,XBB.1.9.2.5.1.1.3.3,EG.5.1*
October,HK.13,22,XBB.1.9.2.5.1.1.13,EG.5.1*
October,HK.32,19,XBB.1.9.2.5.1.1.32,EG.5.1*
October,EG.5.1,18,XBB.1.9.2.5.1,EG.5.1*
October,HK.2.1,18,XBB.1.9.2.5.1.1.2.1,EG.5.1*
October,HK.13.1,13,XBB.1.9.2.5.1.1.13.1,EG.5.1*
October,HV.1,12,XBB.1.9.2.5.1.6.1,EG.5.1*
October,HK.3.9,11,XBB.1.9.2.5.1.1.3.9,EG.5.1*
October,HK.3.6,11,XBB.1.9.2.5.1.1.3.6,EG.5.1*
October,HK.13.2,9,XBB.1.9.2.5.1.1.13.2,EG.5.1*
October,HK.3.11,9,XBB.1.9.2.5.1.1.3.11,EG.5.1*
October,XBB.1.16.26,8,XBB.1.16.26,XBB.1.16*
October,GS.4.1,7,XBB.2.3.11.4.1,Others
October,HK.3.13,6,XBB.1.9.2.5.1.1.3.13,EG.5.1*
October,HK.8,6,XBB.1.9.2.5.1.1.8,EG.5.1*
October,BA.2.86.1,5,B.1.1.529.2.86.1,Others
October,JJ.1,5,XBB.1.9.2.5.1.4.1,EG.5.1*
October,HK.12,5,XBB.1.9.2.5.1.1.12,EG.5.1*
October,HK.23.1,5,XBB.1.9.2.5.1.1.23.1,EG.5.1*
October,FU.5,4,XBB.1.16.1.5,XBB.1.16*
October,FY.5.3,4,XBB.1.22.1.5.3,XBB.1.22.1*
October,JG.3,4,XBB.1.9.2.5.1.3.3,EG.5.1*
October,XBB.1.16,4,XBB.1.16,XBB.1.16*
October,XBB.1.16.1,4,XBB.1.16.1,XBB.1.16*
October,HK.17,4,XBB.1.9.2.5.1.1.17,EG.5.1*
October,FY.3,3,XBB.1.22.1.3,XBB.1.22.1*
October,HK.33,3,XBB.1.9.2.5.1.1.33,EG.5.1*
October,FL.1.5,3,XBB.1.9.1.1.5,XBB.1.9.1*
October,FL.2.3,3,XBB.1.9.1.2.3,XBB.1.9.1*
October,JN.1,3,B.1.1.529.2.86.1.1.1,Others
October,HK.6,3,XBB.1.9.2.5.1.1.6,EG.5.1*
October,EG.5.1.12,3,XBB.1.9.2.5.1.12,EG.5.1*
October,FL.15.2,3,XBB.1.9.1.15.2,XBB.1.9.1*
October,EG.5.1.3,3,XBB.1.9.2.5.1.3,EG.5.1*
October,HK.20.1,3,XBB.1.9.2.5.1.1.20.1,EG.5.1*
October,EG.6.1,3,XBB.1.9.2.16.1,Others
October,HF.1,3,XBB.1.16.13.1,XBB.1.16*
October,HK.22,3,XBB.1.9.2.5.1.1.22,EG.5.1*
October,HK.14,3,XBB.1.9.2.5.1.1.14,EG.5.1*
October,XDC,3,XDC,Others
October,GK.1.1,2,XBB.2.3.10.1.1,Others
October,FL.1.5.1,2,XBB.1.9.1.1.5.1,XBB.1.9.1*
October,JF.1,2,XBB.1.16.6.1,XBB.1.16*
October,HK.1,2,XBB.1.9.2.5.1.1.1,EG.5.1*
October,HK.1.2,2,XBB.1.9.2.5.1.1.1.2,EG.5.1*
October,EG.5.1.4,2,XBB.1.9.2.5.1.4,EG.5.1*
October,HK.3.4,2,XBB.1.9.2.5.1.1.3.4,EG.5.1*
October,FL.15,2,XBB.1.9.1.15,XBB.1.9.1*
October,KB.4,2,XBB.1.9.2.5.1.8.4,EG.5.1*
October,GW.5,2,XBB.1.19.1.5,Others
October,HK.15,2,XBB.1.9.2.5.1.1.15,EG.5.1*
October,XBB.1.16.6,2,XBB.1.16.6,XBB.1.16*
October,JC.2,2,XBB.1.41.1.2,Others
October,EG.5.1.6,2,XBB.1.9.2.5.1.6,EG.5.1*
October,FU.2.1,2,XBB.1.16.1.2.1,XBB.1.16*
October,XBB.1.16.17,2,XBB.1.16.17,XBB.1.16*
October,DV.7.1.5,2,B.1.1.529.2.75.3.4.1.1.1.1.1.7.1.5,BA.2.75*
October,XBC.1.6.1,2,XBC.1.6.1,Others
October,HK.18,2,XBB.1.9.2.5.1.1.18,EG.5.1*
October,FL.15.4,2,XBB.1.9.1.15.4,XBB.1.9.1*
October,HK.2,1,XBB.1.9.2.5.1.1.2,EG.5.1*
October,FY.3.2,1,XBB.1.22.1.3,XBB.1.22.1*
October,FL.13.2,1,XBB.1.9.1.13.2,XBB.1.9.1*
October,JN.3,1,B.1.1.529.2.86.1.3,Others
October,FY.3.1,1,XBB.1.22.1.3,XBB.1.22.1*
October,XBB.1.16.15,1,XBB.1.16.15,XBB.1.16*
October,HK.30,1,XBB.1.9.2.5.1.1.30,EG.5.1*
October,HN.6,1,XBB.1.9.1.1.5.1.6,XBB.1.9.1*
October,EG.10.1.1,1,XBB.1.9.2.110.1.1,Others
October,KB.1,1,XBB.1.9.2.5.1.8.1,EG.5.1*
October,XCH.1,1,XCH.1,Others
October,HC.2,1,XBB.1.5.44.2,XBB.1.5*
October,XBB.1.41.1,1,XBB.1.41.1,Others
October,FL.1,1,XBB.1.9.1.1,XBB.1.9.1*
October,FY.5.1.1,1,XBB.1.22.1.5.1.1,XBB.1.22.1*
October,EG.5.1.17,1,XBB.1.9.2.5.1.17,EG.5.1*
October,JD.1.1,1,XBB.1.5.102.1.1,XBB.1.5*
October,JG.3.1,1,XBB.1.9.2.5.1.3.3.1,EG.5.1*
October,XBB.1.5.67,1,XBB.1.5.67,XBB.1.5*
October,JN.1.1,1,B.1.1.529.2.86.1.1.1,Others
October,XBB.2.3.11,1,XBB.2.3.11,Others
October,GW.5.3.1,1,XBB.1.19.1.5.3.1,Others
October,HK.28,1,XBB.1.9.2.5.1.1.28,EG.5.1*
October,HK.23,1,XBB.1.9.2.5.1.1.23,EG.5.1*
October,JE.1.1,1,XBB.2.3.3.1.2.1.1.1,Others
October,FL.18.1,1,XBB.1.9.1.18.1,XBB.1.9.1*
October,JM.2,1,XBB.1.16.15.2,XBB.1.16*
October,FL.14,1,XBB.1.9.1.14,XBB.1.9.1*
October,EG.2.2,1,XBB.1.9.2.12.2,Others
October,HK.3.7,1,XBB.1.9.2.5.1.1.3.7,EG.5.1*
October,XBB.1.16.12,1,XBB.1.16.12,XBB.1.16*
October,GJ.1.2,1,XBB.2.3.3.1.2,Others
October,FY.3.3,1,XBB.1.22.1.3,XBB.1.22.1*
October,HK.27,1,XBB.1.9.2.5.1.1.27,EG.5.1*
October,XBB.1.9.1,1,XBB.1.9.1,XBB.1.9.1*
October,XCN,1,XCN,Others
October,GJ.1.2.6,1,XBB.2.3.3.1.2.6,Others
October,DV.7.1.4,1,B.1.1.529.2.75.3.4.1.1.1.1.1.7.1.4,BA.2.75*
December,DY.2,939,B.1.1.529.5.2.48.2,BA.5.2.48*
December,BF.7.14,877,B.1.1.529.5.2.1.7.14,BF.7.14*
December,DY.4,796,B.1.1.529.5.2.48.4,BA.5.2.48*
December,DY.3,530,B.1.1.529.5.2.48.3,BA.5.2.48*
December,BA.5.2.48,457,B.1.1.529.5.2.48,BA.5.2.48*
December,DY.1,306,B.1.1.529.5.2.48.1,BA.5.2.48*
December,DZ.1,216,B.1.1.529.5.2.49.1,Others
December,BF.7.14.1,163,B.1.1.529.5.2.1.7.14.1,BF.7.14*
December,BF.7.14.5,101,B.1.1.529.5.2.1.7.14.5,BF.7.14*
December,BF.7.14.7,83,B.1.1.529.5.2.1.7.14.7,BF.7.14*
December,BF.7.14.4,81,B.1.1.529.5.2.1.7.14.4,BF.7.14*
December,BQ.1.1,75,B.1.1.529.5.3.1.1.1.1.1.1,Others
December,BA.5.2.49,69,B.1.1.529.5.2.49,Others
December,BA.5.2,67,B.1.1.529.5.2,Others
December,BA.5.2.1,48,B.1.1.529.5.2.1,Others
December,BA.5.2.50,45,B.1.1.529.5.2.50,Others
December,CM.12,43,B.1.1.529.2.3.20.12,Others
December,BF.7.14.6,31,B.1.1.529.5.2.1.7.14.6,BF.7.14*
December,CH.1.1.11,31,B.1.1.529.2.75.3.4.1.1.1.1.11,BA.2.75*
December,CH.1.1,30,B.1.1.529.2.75.3.4.1.1.1.1,BA.2.75*
December,DZ.2,25,B.1.1.529.5.2.49.2,Others
December,BA.5.1.32,21,B.1.1.529.5.1.32,Others
December,DY.1.1,19,B.1.1.529.5.2.48.1.1,BA.5.2.48*
December,BF.7.14.3,18,B.1.1.529.5.2.1.7.14.3,BF.7.14*
December,BF.7.14.2,17,B.1.1.529.5.2.1.7.14.2,BF.7.14*
December,XBB.1,15,XBB.1,Others
December,BN.1.2,13,B.1.1.529.2.75.5.1.2,BA.2.75*
December,BA.5.2.6,11,B.1.1.529.5.2.6,Others
December,BF.7,9,B.1.1.529.5.2.1.7,Others
December,BN.1.3,8,B.1.1.529.2.75.5.1.3,BA.2.75*
December,BF.5,7,B.1.1.529.5.2.1.5,Others
December,BR.2.1,7,B.1.1.529.2.75.4.2.1,BA.2.75*
December,CH.1.1.3,7,B.1.1.529.2.75.3.4.1.1.1.1.3,BA.2.75*
December,BQ.1,6,B.1.1.529.5.3.1.1.1.1.1,Others
December,BN.1.3.6,5,B.1.1.529.2.75.5.1.3.6,BA.2.75*
December,BQ.1.2.1,4,B.1.1.529.5.3.1.1.1.1.1.2.1,Others
December,BN.1.3.5,4,B.1.1.529.2.75.5.1.3.5,BA.2.75*
December,BA.5.1,4,B.1.1.529.5.1,Others
December,BQ.1.8,4,B.1.1.529.5.3.1.1.1.1.1.8,Others
December,BN.1.3.1,4,B.1.1.529.2.75.5.1.3.1,BA.2.75*
December,BQ.1.1.3,4,B.1.1.529.5.3.1.1.1.1.1.1.3,Others
December,BN.1.4,3,B.1.1.529.2.75.5.1.4,BA.2.75*
December,BN.3.1,3,B.1.1.529.2.75.5.3.1,BA.2.75*
December,BA.5.2.13,3,B.1.1.529.5.2.13,Others
December,XBB.1.5,3,XBB.1.5,XBB.1.5*
December,EJ.2,3,B.1.1.529.2.75.5.1.3.8.2,BA.2.75*
December,BA.5.2.27,3,B.1.1.529.5.2.27,Others
December,BQ.1.1.18,3,B.1.1.529.5.3.1.1.1.1.1.1.18,Others
December,BA.5.2.20,3,B.1.1.529.5.2.20,Others
December,BF.7.22,3,B.1.1.529.5.2.1.7.22,Others
December,BN.1.2.3,3,B.1.1.529.2.75.5.1.2.3,BA.2.75*
December,BA.5.2.24,2,B.1.1.529.5.2.24,Others
December,XBB.2,2,XBB.2,Others
December,BQ.1.1.4,2,B.1.1.529.5.3.1.1.1.1.1.1.4,Others
December,BN.1.10,2,B.1.1.529.2.75.5.1.10,BA.2.75*
December,BQ.1.18,2,B.1.1.529.5.3.1.1.1.1.1.18,Others
December,BN.1.2.5,2,B.1.1.529.2.75.5.1.2.5,BA.2.75*
December,BN.1.1,2,B.1.1.529.2.75.5.1.1,BA.2.75*
December,BF.7.15,2,B.1.1.529.5.2.1.7.15,Others
December,BN.1.5,2,B.1.1.529.2.75.5.1.5,BA.2.75*
December,BQ.1.1.7,2,B.1.1.529.5.3.1.1.1.1.1.1.7,Others
December,BA.5.2.47,2,B.1.1.529.5.2.47,Others
December,CH.1.1.24,2,B.1.1.529.2.75.3.4.1.1.1.1.24,BA.2.75*
December,BQ.1.23,2,B.1.1.529.5.3.1.1.1.1.1.23,Others
December,BN.1.3.10,2,B.1.1.529.2.75.5.1.3.10,BA.2.75*
December,BA.5.2.34,2,B.1.1.529.5.2.34,Others
December,BQ.1.28,2,B.1.1.529.5.3.1.1.1.1.1.28,Others
December,BA.5.2.35,2,B.1.1.529.5.2.35,Others
December,BF.27,2,B.1.1.529.5.2.1.27,Others
December,BQ.1.1.69,2,B.1.1.529.5.3.1.1.1.1.1.1.69,Others
December,BF.7.19.1,2,B.1.1.529.5.2.1.7.19.1,Others
December,BQ.1.2,2,B.1.1.529.5.3.1.1.1.1.1.2,Others
December,BF.7.12,2,B.1.1.529.5.2.1.7.12,Others
December,BQ.1.1.11,2,B.1.1.529.5.3.1.1.1.1.1.1.11,Others
December,DQ.1,2,B.1.1.529.5.2.47.1,Others
December,BN.1.3.9,1,B.1.1.529.2.75.5.1.3.9,BA.2.75*
December,BN.5,1,B.1.1.529.2.75.5.5,BA.2.75*
December,CP.8,1,B.1.1.529.5.2.6.8,Others
December,FY.3.2,1,XBB.1.22.1.3,XBB.1.22.1*
December,BA.5.2.44,1,B.1.1.529.5.2.44,Others
December,XBF,1,XBF,Others
December,CL.1,1,B.1.1.529.5.1.29.1,Others
December,ED.1,1,B.1.1.529.5.3.1.1.1.1.1.1.18.1,Others
December,EJ.1,1,B.1.1.529.2.75.5.1.3.8.1,BA.2.75*
December,BA.5.2.43,1,B.1.1.529.5.2.43,Others
December,BE.8,1,B.1.1.529.5.3.1.8,Others
December,BN.1.2.6,1,B.1.1.529.2.75.5.1.2.6,BA.2.75*
December,FR.1,1,B.1.1.529.2.75.5.1.2.3.1,BA.2.75*
December,BA.2.3.20,1,BA.2.3.20,Others
December,BF.4,1,B.1.1.529.5.2.1.4,Others
December,DN.2,1,B.1.1.529.5.3.1.1.1.1.1.1.5.2,Others
December,BF.7.21,1,B.1.1.529.5.2.1.7.21,Others
December,BN.1.2.2,1,B.1.1.529.2.75.5.1.2.2,BA.2.75*
December,BA.5.2.61,1,B.1.1.529.5.2.61,Others
December,BQ.1.1.51,1,B.1.1.529.5.3.1.1.1.1.1.1.51,Others
December,BE.1.4.2,1,B.1.1.529.5.3.1.1.4.2,Others
December,BA.5.1.10,1,B.1.1.529.5.1.10,Others
December,XBK.1,1,XBK.1,Others
December,BQ.1.25,1,B.1.1.529.5.3.1.1.1.1.1.25,Others
December,BF.11,1,B.1.1.529.5.2.1.11,Others
December,XBB.1.39,1,XBB.1.39,Others
December,BQ.1.33,1,B.1.1.529.5.3.1.1.1.1.1.33,Others
December,BF.7.6,1,B.1.1.529.5.2.1.7.6,Others
December,BQ.1.5,1,B.1.1.529.5.3.1.1.1.1.1.5,Others
December,DV.3,1,B.1.1.529.2.75.3.4.1.1.1.1.1.3,BA.2.75*
December,DV.6,1,B.1.1.529.2.75.3.4.1.1.1.1.1.6,BA.2.75*
December,CH.1.1.7,1,B.1.1.529.2.75.3.4.1.1.1.1.7,BA.2.75*
December,BF.7.4,1,B.1.1.529.5.2.1.7.4,Others
December,BQ.1.1.10,1,B.1.1.529.5.3.1.1.1.1.1.1.10,Others
December,BA.5.2.23,1,B.1.1.529.5.2.23,Others
December,BQ.1.14,1,B.1.1.529.5.3.1.1.1.1.1.14,Others
December,BQ.1.1.66,1,B.1.1.529.5.3.1.1.1.1.1.1.66,Others
December,BQ.1.1.41,1,B.1.1.529.5.3.1.1.1.1.1.1.41,Others
December,BW.1.1,1,B.1.1.529.5.6.2.1.1,Others
December,BA.5.9,1,B.1.1.529.5.9,Others
December,BL.1,1,B.1.1.529.2.75.1.1,BA.2.75*
December,BQ.1.1.6,1,B.1.1.529.5.3.1.1.1.1.1.1.6,Others
December,BF.26,1,B.1.1.529.5.2.1.26,Others
December,BA.5,1,B.1.1.529.5,Others
December,BQ.1.10,1,B.1.1.529.5.3.1.1.1.1.1.10,Others
December,BE.1.1,1,B.1.1.529.5.3.1.1.1,Others
December,BQ.1.1.68,1,B.1.1.529.5.3.1.1.1.1.1.1.68,Others
December,BN.1.4.3,1,B.1.1.529.2.75.5.1.4.3,BA.2.75*
,,3868,,
