#node	date	numeric date
NODE_0000765	2023-01-11	2023.028767
EPI_ISL_17489444	2023-01-11	2023.028767
NODE_0000621	2023-02-13	2023.119178
EPI_ISL_16977235	2023-02-13	2023.119178
EPI_ISL_17488464	2023-02-13	2023.119178
NODE_0000623	2022-12-18	2022.962181
NODE_0000578	2023-02-06	2023.100000
EPI_ISL_17170844	2023-02-06	2023.100000
EPI_ISL_17493481	2023-02-12	2023.116438
NODE_0000625	2022-12-19	2022.967090
EPI_ISL_16968163	2023-02-10	2023.110959
NODE_0000627	2022-12-21	2022.972150
NODE_0000533	2023-02-09	2023.108244
EPI_ISL_17505671	2023-04-05	2023.258904
NODE_0000534	2023-03-17	2023.207343
EPI_ISL_17625580	2023-04-20	2023.300000
NODE_0000776	2023-04-01	2023.247945
EPI_ISL_17489434	2023-04-01	2023.247945
EPI_ISL_17505682	2023-04-01	2023.247945
NODE_0000630	2022-12-23	2022.976712
EPI_ISL_16595773	2022-12-23	2022.976712
NODE_0000631	2022-12-28	2022.990411
EPI_ISL_17086594	2022-12-28	2022.990411
NODE_0000632	2022-12-31	2022.998630
EPI_ISL_17805462	2022-12-31	2022.998630
NODE_0000634	2023-01-12	2023.031507
EPI_ISL_17490428	2023-03-19	2023.212329
EPI_ISL_17086621	2023-01-12	2023.031507
NODE_0000582	2022-10-25	2022.814174
EPI_ISL_17488311	2023-01-09	2023.023288
EPI_ISL_16481856	2023-01-06	2023.015068
EPI_ISL_17165042	2023-02-26	2023.154795
EPI_ISL_17618778	2023-04-18	2023.294521
NODE_0000606	2023-02-19	2023.135876
EPI_ISL_17487934	2023-03-10	2023.187671
EPI_ISL_17487846	2023-03-20	2023.215068
NODE_0000626	2023-01-25	2023.067123
EPI_ISL_17170775	2023-01-25	2023.067123
EPI_ISL_17489796	2023-02-07	2023.102740
NODE_0000628	2022-12-09	2022.938635
EPI_ISL_17025973	2023-02-02	2023.089041
NODE_0000629	2023-01-03	2023.005856
EPI_ISL_17785600	2023-03-26	2023.231507
EPI_ISL_17785499	2023-03-21	2023.217808
NODE_0000640	2023-03-21	2023.217808
EPI_ISL_17785501	2023-03-22	2023.220548
EPI_ISL_17785500	2023-03-21	2023.217808
NODE_0000586	2022-11-25	2022.901357
EPI_ISL_17805507	2022-12-31	2022.998630
EPI_ISL_17027403	2023-02-07	2023.102740
EPI_ISL_17045280	2023-02-16	2023.127397
EPI_ISL_16713303	2023-01-02	2023.004110
EPI_ISL_17027420	2023-02-08	2023.105479
NODE_0000587	2023-01-05	2023.011583
EPI_ISL_17027425	2023-02-07	2023.102740
EPI_ISL_16597932	2023-01-07	2023.017808
NODE_0000591	2023-01-11	2023.028767
EPI_ISL_16702143	2023-01-11	2023.028767
EPI_ISL_17494793	2023-01-20	2023.053425
NODE_0000790	2022-11-21	2022.889155
EPI_ISL_17086583	2022-12-20	2022.968493
NODE_0000791	2022-11-21	2022.889400
EPI_ISL_17086584	2022-12-20	2022.968493
NODE_0000793	2022-11-23	2022.894979
EPI_ISL_16604510	2022-12-22	2022.973973
NODE_0000797	2022-11-27	2022.906219
EPI_ISL_16713304	2023-01-02	2023.004110
NODE_0000807	2022-11-27	2022.906219
EPI_ISL_17086605	2023-01-03	2023.006849
NODE_0000645	2022-11-27	2022.906219
NODE_0000622	2022-12-26	2022.984118
EPI_ISL_17488484	2023-02-01	2023.086301
EPI_ISL_17489726	2023-03-28	2023.236986
NODE_0000647	2022-11-27	2022.906219
NODE_0000613	2022-12-21	2022.970394
EPI_ISL_17031769	2023-01-28	2023.075342
NODE_0000653	2023-01-09	2023.023288
EPI_ISL_17490597	2023-03-09	2023.184932
EPI_ISL_16702221	2023-01-09	2023.023288
NODE_0000654	2022-12-01	2022.915573
NODE_0000611	2023-01-08	2023.020548
EPI_ISL_16597931	2023-01-08	2023.020548
EPI_ISL_17501686	2023-02-09	2023.108219
NODE_0000659	2022-12-01	2022.915573
EPI_ISL_17031803	2023-01-31	2023.083562
NODE_0000660	2022-12-01	2022.915573
NODE_0000616	2023-01-14	2023.036734
EPI_ISL_17619027	2023-04-21	2023.302740
EPI_ISL_17492957	2023-03-21	2023.217808
EPI_ISL_17492963	2023-03-20	2023.215068
EPI_ISL_17492953	2023-03-20	2023.215068
NODE_0000662	2022-12-04	2022.925768
NODE_0000633	2023-01-31	2023.083895
EPI_ISL_17031904	2023-02-13	2023.119178
EPI_ISL_17490570	2023-03-20	2023.215068
EPI_ISL_17490568	2023-03-21	2023.217808
NODE_0000664	2022-12-15	2022.955779
EPI_ISL_17490536	2023-03-14	2023.198630
NODE_0000665	2022-12-16	2022.958024
NODE_0000602	2023-02-12	2023.115776
EPI_ISL_17951302	2023-04-26	2023.316438
EPI_ISL_17489435	2023-04-01	2023.247945
NODE_0000603	2023-03-05	2023.173053
EPI_ISL_17505674	2023-03-31	2023.245205
EPI_ISL_17505663	2023-03-29	2023.239726
NODE_0000668	2022-12-24	2022.978796
EPI_ISL_17031796	2023-01-30	2023.080822
NODE_0000671	2022-12-26	2022.984253
NODE_0000637	2023-03-13	2023.195890
EPI_ISL_17261816	2023-03-13	2023.195890
EPI_ISL_17261815	2023-03-13	2023.195890
NODE_0000673	2022-12-28	2022.989276
EPI_ISL_17494088	2023-03-17	2023.206849
NODE_0000674	2022-12-29	2022.994486
NODE_0000675	2022-12-31	2022.999547
EPI_ISL_17031917	2023-02-14	2023.121918
NODE_0000676	2023-01-02	2023.004110
EPI_ISL_16713296	2023-01-02	2023.004110
NODE_0000677	2023-01-11	2023.028767
EPI_ISL_17490567	2023-03-20	2023.215068
EPI_ISL_16711814	2023-01-11	2023.028767
NODE_0000595	2023-01-30	2023.081596
EPI_ISL_17490431	2023-03-17	2023.206849
EPI_ISL_17164843	2023-02-24	2023.149315
EPI_ISL_17495397	2023-03-12	2023.193151
NODE_0000600	2023-02-25	2023.151113
EPI_ISL_17563542	2023-03-10	2023.187671
EPI_ISL_17563544	2023-03-10	2023.187671
NODE_0000680	2023-02-16	2023.127397
EPI_ISL_17494742	2023-03-16	2023.204110
EPI_ISL_17214237	2023-02-16	2023.127397
NODE_0000800	2022-03-02	2022.164549
EPI_ISL_17089530	2023-02-09	2023.108219
NODE_0000801	2022-04-11	2022.275412
EPI_ISL_17685275	2023-01-30	2023.080822
EPI_ISL_17029148	2023-01-27	2023.072603
EPI_ISL_17581705	2022-12-19	2022.965753
NODE_0000802	2022-05-18	2022.377124
EPI_ISL_16902522	2023-02-06	2023.100000
EPI_ISL_16899503	2022-12-31	2022.998630
NODE_0000804	2022-11-20	2022.887462
EPI_ISL_17581257	2022-12-28	2022.990411
EPI_ISL_17685096	2022-12-18	2022.963014
NODE_0000806	2022-08-01	2022.581988
EPI_ISL_16902519	2023-02-03	2023.091781
EPI_ISL_17029136	2023-02-07	2023.102740
NODE_0000812	2022-07-09	2022.519828
EPI_ISL_16528788	2022-12-26	2022.984932
EPI_ISL_16253344	2022-12-13	2022.949315
NODE_0000808	2022-09-23	2022.728058
EPI_ISL_17283536	2023-02-27	2023.157534
NODE_0000809	2023-02-07	2023.103794
EPI_ISL_17253639	2023-02-18	2023.132877
EPI_ISL_17253638	2023-02-20	2023.138356
NODE_0000813	2022-06-01	2022.416036
EPI_ISL_16298561	2022-12-01	2022.916438
EPI_ISL_16376710	2022-12-13	2022.949315
EPI_ISL_16077183	2022-12-01	2022.916438
EPI_ISL_17581702	2022-12-19	2022.965753
NODE_0000817	2022-08-10	2022.606666
EPI_ISL_17581681	2022-12-11	2022.943836
EPI_ISL_16077177	2022-12-01	2022.916438
NODE_0000821	2022-05-08	2022.348216
EPI_ISL_16635292	2023-01-03	2023.006849
NODE_0000822	2022-08-08	2022.600649
NODE_0000828	2023-01-03	2023.006849
EPI_ISL_16635934	2023-01-03	2023.006849
EPI_ISL_17495546	2023-02-16	2023.127397
NODE_0000834	2022-09-06	2022.680138
EPI_ISL_16636076	2022-12-21	2022.971233
NODE_0000835	2022-11-11	2022.862192
EPI_ISL_16698034	2023-01-22	2023.058904
EPI_ISL_16604416	2022-12-20	2022.968493
NODE_0000829	2022-08-25	2022.647021
EPI_ISL_16702214	2023-01-10	2023.026027
NODE_0000830	2022-12-06	2022.929972
EPI_ISL_16635953	2023-01-06	2023.015068
EPI_ISL_16636078	2022-12-22	2022.973973
EPI_ISL_16635905	2023-01-03	2023.006849
EPI_ISL_16636126	2022-12-27	2022.987671
NODE_0000699	2022-08-20	2022.634120
NODE_0000700	2022-09-29	2022.742919
NODE_0000826	2023-02-10	2023.110959
EPI_ISL_17495545	2023-02-16	2023.127397
EPI_ISL_17494709	2023-02-10	2023.110959
NODE_0000824	2022-12-27	2022.987671
EPI_ISL_16636125	2022-12-27	2022.987671
NODE_0000704	2023-01-03	2023.006849
EPI_ISL_16635919	2023-01-10	2023.026027
EPI_ISL_16635936	2023-01-03	2023.006849
NODE_0000836	2022-10-15	2022.788335
EPI_ISL_17501642	2023-03-03	2023.168493
NODE_0000837	2022-11-11	2022.860489
NODE_0000839	2022-12-03	2022.921345
EPI_ISL_16698058	2023-01-15	2023.039726
EPI_ISL_16865484	2023-01-02	2023.004110
NODE_0000709	2023-03-01	2023.163930
EPI_ISL_17494706	2023-03-10	2023.187671
NODE_0000710	2023-03-03	2023.168493
EPI_ISL_17495533	2023-03-03	2023.168493
EPI_ISL_17501578	2023-03-03	2023.168493
NODE_0000842	2022-11-25	2022.901150
EPI_ISL_17062069	2023-01-11	2023.028767
NODE_0000846	2023-03-08	2023.181023
EPI_ISL_17836388	2023-04-27	2023.319178
NODE_0000847	2023-03-31	2023.246214
EPI_ISL_17836382	2023-04-26	2023.316438
EPI_ISL_17836386	2023-04-26	2023.316438
NODE_0000714	2023-01-08	2023.021243
NODE_0000715	2023-01-10	2023.026027
EPI_ISL_17999066	2023-04-27	2023.319178
EPI_ISL_16611241	2023-01-10	2023.026027
NODE_0000849	2023-02-11	2023.114456
EPI_ISL_17494519	2023-02-27	2023.157534
NODE_0000717	2023-02-11	2023.114456
EPI_ISL_17494325	2023-03-12	2023.193151
EPI_ISL_17494324	2023-03-12	2023.193151
NODE_0000851	2022-12-08	2022.934511
EPI_ISL_16458319	2022-12-30	2022.995890
EPI_ISL_16702198	2022-12-29	2022.993151
EPI_ISL_16702084	2023-01-09	2023.023288
EPI_ISL_16702069	2023-01-05	2023.012329
EPI_ISL_16702080	2023-01-05	2023.012329
NODE_0000719	2022-12-17	2022.961032
EPI_ISL_17150525	2023-02-13	2023.119178
NODE_0000721	2022-12-29	2022.993151
EPI_ISL_16702196	2022-12-29	2022.993151
NODE_0000722	2023-01-02	2023.004945
EPI_ISL_17495049	2023-03-01	2023.163014
NODE_0000723	2023-01-10	2023.026027
EPI_ISL_16702083	2023-01-10	2023.026027
NODE_0000724	2023-02-09	2023.108219
EPI_ISL_17495052	2023-03-02	2023.165753
EPI_ISL_17150526	2023-02-09	2023.108219
NODE_0000863	2022-07-18	2022.543752
NODE_0000864	2022-10-21	2022.804868
EPI_ISL_16723143	2023-01-15	2023.039726
EPI_ISL_16873124	2023-02-03	2023.091781
EPI_ISL_16713388	2022-12-29	2022.993151
NODE_0000872	2022-12-01	2022.916438
EPI_ISL_16635252	2022-12-01	2022.916438
NODE_0000730	2022-12-11	2022.943490
EPI_ISL_16635328	2023-01-09	2023.023288
EPI_ISL_16635331	2023-01-09	2023.023288
NODE_0000731	2022-11-16	2022.875857
EPI_ISL_16723113	2023-01-13	2023.034247
NODE_0000732	2022-12-07	2022.932711
EPI_ISL_16873122	2023-02-03	2023.091781
NODE_0000733	2022-12-08	2022.936187
EPI_ISL_16873129	2023-02-04	2023.094521
EPI_ISL_16713425	2023-01-03	2023.006849
NODE_0000874	2022-11-14	2022.870449
EPI_ISL_16713254	2022-12-29	2022.993151
NODE_0000875	2023-02-20	2023.138356
EPI_ISL_17075749	2023-02-20	2023.138356
NODE_0000736	2023-03-05	2023.173405
EPI_ISL_17188273	2023-03-05	2023.173973
NODE_0000877	2023-04-02	2023.250685
EPI_ISL_17493033	2023-04-02	2023.250685
EPI_ISL_17493034	2023-04-02	2023.250685
NODE_0000738	2023-04-04	2023.256164
EPI_ISL_17505658	2023-04-04	2023.256164
EPI_ISL_17505659	2023-04-09	2023.269863
NODE_0000879	2022-09-24	2022.731385
EPI_ISL_16608466	2023-01-02	2023.004110
EPI_ISL_16723155	2023-01-23	2023.061644
NODE_0000902	2022-11-06	2022.849068
EPI_ISL_16634407	2022-12-01	2022.916438
EPI_ISL_16634580	2022-12-02	2022.919178
NODE_0000906	2022-10-26	2022.818498
EPI_ISL_17494937	2023-02-27	2023.157534
EPI_ISL_16634462	2022-12-01	2022.916438
EPI_ISL_16634700	2022-12-06	2022.930137
EPI_ISL_16634413	2022-12-01	2022.916438
NODE_0000910	2023-04-04	2023.257220
EPI_ISL_17511841	2023-04-05	2023.258904
NODE_0000743	2023-04-06	2023.261644
EPI_ISL_17511812	2023-04-06	2023.261644
EPI_ISL_17511806	2023-04-07	2023.264384
NODE_0000898	2022-11-02	2022.836915
EPI_ISL_16634383	2022-12-01	2022.916438
NODE_0000744	2022-11-02	2022.836915
EPI_ISL_16617198	2022-12-03	2022.921918
NODE_0000745	2022-11-02	2022.836915
NODE_0000904	2022-11-29	2022.911574
EPI_ISL_16636129	2022-12-26	2022.984932
EPI_ISL_16636142	2022-12-27	2022.987671
NODE_0000747	2022-11-20	2022.886667
EPI_ISL_16608453	2022-12-19	2022.965753
NODE_0000748	2022-12-23	2022.977260
NODE_0000885	2023-03-22	2023.220548
EPI_ISL_17696961	2023-04-10	2023.272603
EPI_ISL_17494210	2023-03-22	2023.220548
NODE_0000750	2022-12-31	2022.999384
NODE_0000887	2023-02-02	2023.089212
EPI_ISL_17186837	2023-02-22	2023.143836
EPI_ISL_17494906	2023-03-05	2023.173973
NODE_0000753	2022-12-31	2022.999384
EPI_ISL_17584979	2023-03-30	2023.242466
EPI_ISL_17274494	2023-03-03	2023.168493
NODE_0000889	2022-10-21	2022.804470
NODE_0000755	2022-11-28	2022.908143
EPI_ISL_16636088	2022-12-27	2022.987671
EPI_ISL_16709078	2022-12-27	2022.987671
NODE_0000892	2022-11-20	2022.885976
EPI_ISL_16968098	2022-12-29	2022.993151
EPI_ISL_16968097	2022-12-27	2022.987671
NODE_0000759	2022-12-30	2022.995890
EPI_ISL_16968100	2022-12-30	2022.995890
EPI_ISL_16740807	2023-01-09	2023.023288
NODE_0000895	2022-11-19	2022.882514
EPI_ISL_17487691	2022-12-03	2022.921918
NODE_0000763	2022-12-03	2022.921918
EPI_ISL_17487689	2022-12-03	2022.921918
EPI_ISL_17487692	2022-12-03	2022.921918
NODE_0000896	2022-12-03	2022.921918
EPI_ISL_17487688	2022-12-03	2022.921918
EPI_ISL_17487690	2022-12-03	2022.921918
EPI_ISL_16617204	2022-12-03	2022.921918
NODE_0000912	2022-08-22	2022.638605
NODE_0000948	2022-10-12	2022.780582
EPI_ISL_16390372	2022-12-30	2022.995890
EPI_ISL_16390369	2022-12-26	2022.984932
NODE_0000960	2022-10-30	2022.828519
EPI_ISL_17031623	2023-01-09	2023.023288
EPI_ISL_17031594	2023-01-03	2023.006849
NODE_0000966	2022-11-16	2022.874946
EPI_ISL_17031686	2023-01-15	2023.039726
NODE_0000970	2023-01-15	2023.040536
EPI_ISL_16758236	2023-01-25	2023.067123
EPI_ISL_16758237	2023-01-25	2023.067123
NODE_0000924	2022-11-28	2022.908437
EPI_ISL_16604475	2022-12-27	2022.987671
NODE_0000779	2022-12-13	2022.949010
EPI_ISL_16598718	2023-01-11	2023.028767
EPI_ISL_16598697	2023-01-11	2023.028767
NODE_0000949	2022-11-02	2022.837423
EPI_ISL_17088742	2022-12-25	2022.982192
EPI_ISL_17488069	2023-02-06	2023.100000
NODE_0000931	2022-12-07	2022.933459
EPI_ISL_17736137	2023-01-05	2023.012329
NODE_0000781	2023-01-13	2023.033572
EPI_ISL_17031697	2023-01-16	2023.042466
NODE_0000784	2023-01-14	2023.037903
EPI_ISL_17031698	2023-01-16	2023.042466
NODE_0000788	2023-01-16	2023.042466
EPI_ISL_17031693	2023-01-16	2023.042466
EPI_ISL_17031696	2023-01-16	2023.042466
NODE_0000935	2022-11-24	2022.897264
EPI_ISL_16598708	2022-12-23	2022.976712
NODE_0000936	2022-11-24	2022.897651
EPI_ISL_16598711	2022-12-23	2022.976712
NODE_0000768	2022-12-14	2022.952254
EPI_ISL_16598721	2023-01-12	2023.031507
NODE_0000769	2023-02-06	2023.099326
EPI_ISL_17031851	2023-02-06	2023.100000
NODE_0000770	2023-02-07	2023.103656
EPI_ISL_17031870	2023-02-09	2023.108219
NODE_0000775	2023-02-09	2023.108219
EPI_ISL_17031869	2023-02-09	2023.108219
EPI_ISL_17031871	2023-02-09	2023.108219
NODE_0000972	2022-09-20	2022.720262
EPI_ISL_17494079	2023-03-03	2023.168493
EPI_ISL_17490607	2023-03-12	2023.193151
EPI_ISL_16635260	2022-12-02	2022.919178
NODE_0000990	2022-11-01	2022.835489
EPI_ISL_16635303	2023-01-03	2023.006849
EPI_ISL_17031700	2023-01-17	2023.045205
NODE_0000991	2022-10-26	2022.818406
EPI_ISL_16636156	2022-12-27	2022.987671
NODE_0000992	2022-11-28	2022.907902
EPI_ISL_16635300	2023-01-03	2023.006849
NODE_0000995	2022-12-21	2022.971441
EPI_ISL_17031800	2023-01-30	2023.080822
EPI_ISL_16597927	2023-01-09	2023.023288
NODE_0000795	2022-12-27	2022.987671
EPI_ISL_16481844	2022-12-27	2022.987671
EPI_ISL_16481848	2023-01-06	2023.015068
NODE_0000951	2022-10-12	2022.778172
NODE_0000977	2022-11-10	2022.859768
EPI_ISL_17031558	2022-12-14	2022.952055
EPI_ISL_17031760	2023-01-27	2023.072603
NODE_0000796	2022-10-25	2022.815890
NODE_0000979	2022-11-23	2022.894744
EPI_ISL_17490583	2023-03-13	2023.195890
EPI_ISL_16635098	2023-01-04	2023.009589
NODE_0000980	2023-02-08	2023.104402
EPI_ISL_17490598	2023-03-06	2023.176712
EPI_ISL_17490586	2023-03-12	2023.193151
NODE_0000982	2023-02-28	2023.159211
EPI_ISL_17490374	2023-03-10	2023.187671
EPI_ISL_17490378	2023-03-07	2023.179452
NODE_0000803	2022-11-06	2022.848327
EPI_ISL_17031563	2022-12-21	2022.971233
NODE_0000805	2022-11-06	2022.848327
EPI_ISL_17031730	2023-01-23	2023.061644
NODE_0000985	2022-12-06	2022.929923
EPI_ISL_17170966	2023-02-21	2023.141096
EPI_ISL_17490448	2023-03-07	2023.179452
EPI_ISL_17489880	2023-01-25	2023.067123
EPI_ISL_17171025	2023-02-22	2023.143836
NODE_0000913	2022-09-10	2022.691921
NODE_0000810	2022-11-08	2022.853956
EPI_ISL_17031540	2022-12-07	2022.932877
NODE_0000811	2022-11-24	2022.896546
EPI_ISL_17494091	2023-03-20	2023.215068
EPI_ISL_16635077	2022-12-24	2022.979452
NODE_0000916	2022-10-26	2022.819178
EPI_ISL_16758019	2023-01-11	2023.028767
NODE_0000921	2022-12-08	2022.936026
EPI_ISL_17088825	2023-01-02	2023.004110
EPI_ISL_17088697	2022-12-19	2022.965753
NODE_0000965	2022-11-15	2022.872035
NODE_0000922	2022-12-13	2022.949315
EPI_ISL_16604406	2022-12-13	2022.949315
EPI_ISL_18070620	2022-12-16	2022.957534
NODE_0000815	2022-11-24	2022.896703
EPI_ISL_16604760	2022-12-26	2022.984932
NODE_0000816	2022-11-24	2022.896703
EPI_ISL_16283977	2022-12-03	2022.921918
NODE_0000918	2023-01-17	2023.046261
EPI_ISL_17197718	2023-02-20	2023.138356
NODE_0000919	2023-02-27	2023.157534
EPI_ISL_17197730	2023-02-27	2023.157534
EPI_ISL_17197729	2023-02-27	2023.157534
NODE_0000926	2022-11-06	2022.848244
EPI_ISL_17490654	2023-01-05	2023.012329
EPI_ISL_16849206	2023-01-03	2023.006849
EPI_ISL_16635261	2022-12-03	2022.921918
EPI_ISL_16740842	2023-01-11	2023.028767
NODE_0000927	2022-12-05	2022.927397
EPI_ISL_17489512	2022-12-05	2022.927397
EPI_ISL_16610688	2022-12-05	2022.927397
NODE_0000930	2022-11-25	2022.901028
EPI_ISL_16633895	2022-12-07	2022.932877
EPI_ISL_16633892	2022-12-07	2022.932877
NODE_0000943	2022-12-01	2022.916438
EPI_ISL_16599040	2022-12-01	2022.916438
EPI_ISL_16599057	2022-12-01	2022.916438
EPI_ISL_16634507	2022-12-01	2022.916438
NODE_0000823	2022-12-11	2022.943836
EPI_ISL_16737020	2023-01-24	2023.064384
EPI_ISL_16758266	2022-12-11	2022.943836
NODE_0000825	2022-11-07	2022.850064
NODE_0000938	2022-12-06	2022.931346
EPI_ISL_17227546	2023-02-06	2023.100000
EPI_ISL_16852297	2023-02-03	2023.091781
NODE_0000827	2022-11-27	2022.905669
EPI_ISL_16723226	2023-01-29	2023.078082
NODE_0000831	2022-11-29	2022.910320
EPI_ISL_16633861	2022-12-01	2022.916438
NODE_0000832	2022-11-30	2022.914615
EPI_ISL_16633854	2022-12-01	2022.916438
NODE_0000833	2022-12-02	2022.919178
EPI_ISL_16633873	2022-12-02	2022.919178
NODE_0000838	2022-12-05	2022.927397
EPI_ISL_16633880	2022-12-05	2022.927397
NODE_0000840	2022-12-17	2022.960494
EPI_ISL_16598626	2023-01-07	2023.017808
EPI_ISL_16740847	2023-01-15	2023.039726
NODE_0000996	2022-11-14	2022.870995
EPI_ISL_16598376	2023-01-05	2023.012329
EPI_ISL_16614079	2022-12-08	2022.935616
EPI_ISL_16713345	2022-12-20	2022.968493
NODE_0000988	2022-12-02	2022.919178
EPI_ISL_16614018	2022-12-02	2022.919178
EPI_ISL_16614014	2022-12-02	2022.919178
NODE_0001016	2022-12-14	2022.952815
EPI_ISL_16635191	2022-12-29	2022.993151
NODE_0000993	2022-12-23	2022.977772
EPI_ISL_16635140	2022-12-25	2022.982192
NODE_0001004	2022-12-25	2022.982192
EPI_ISL_16635135	2022-12-25	2022.982192
EPI_ISL_16598362	2022-12-29	2022.993151
NODE_0001001	2022-12-18	2022.962298
NODE_0001002	2023-02-09	2023.108219
EPI_ISL_17488549	2023-02-09	2023.108219
EPI_ISL_16977250	2023-02-09	2023.108219
NODE_0000845	2023-01-29	2023.078082
EPI_ISL_16839010	2023-01-29	2023.078082
NODE_0000848	2023-02-09	2023.108219
EPI_ISL_16977254	2023-02-09	2023.108219
EPI_ISL_17488543	2023-02-09	2023.108219
NODE_0000850	2022-11-14	2022.870995
NODE_0001031	2022-12-10	2022.942370
EPI_ISL_17494566	2023-03-17	2023.206849
NODE_0001032	2023-03-16	2023.204110
EPI_ISL_17516783	2023-04-02	2023.250685
EPI_ISL_17494175	2023-03-16	2023.204110
NODE_0000853	2022-11-28	2022.907333
EPI_ISL_16598365	2022-12-29	2022.993151
NODE_0000854	2022-11-28	2022.907333
EPI_ISL_16713297	2023-01-02	2023.004110
NODE_0000855	2022-11-28	2022.907333
NODE_0000997	2023-01-18	2023.046826
EPI_ISL_17492989	2023-03-18	2023.209589
NODE_0000998	2023-02-11	2023.113332
EPI_ISL_17262913	2023-03-09	2023.184932
NODE_0000858	2023-03-09	2023.184932
EPI_ISL_17262900	2023-03-09	2023.184932
EPI_ISL_17262901	2023-03-09	2023.184932
NODE_0000859	2022-12-12	2022.947752
EPI_ISL_16910802	2023-01-18	2023.047945
NODE_0000860	2022-12-14	2022.952974
NODE_0001024	2023-02-25	2023.152987
EPI_ISL_17199829	2023-02-26	2023.154795
EPI_ISL_17199811	2023-02-26	2023.154795
NODE_0000862	2023-02-27	2023.157534
EPI_ISL_17493902	2023-03-14	2023.198630
EPI_ISL_17199813	2023-02-27	2023.157534
NODE_0000865	2022-12-16	2022.957534
EPI_ISL_16713340	2022-12-16	2022.957534
NODE_0000866	2022-12-22	2022.972870
NODE_0001010	2023-01-30	2023.080822
EPI_ISL_17488525	2023-01-30	2023.080822
EPI_ISL_16977154	2023-01-30	2023.080822
NODE_0000868	2022-12-23	2022.977629
NODE_0001011	2023-02-20	2023.139209
EPI_ISL_17494169	2023-03-24	2023.226027
NODE_0001012	2023-03-11	2023.191710
EPI_ISL_17493811	2023-03-20	2023.215068
EPI_ISL_17493807	2023-03-23	2023.223288
NODE_0000871	2022-12-25	2022.982192
EPI_ISL_16635139	2022-12-25	2022.982192
NODE_0000873	2022-12-27	2022.988588
EPI_ISL_16713287	2023-01-02	2023.004110
NODE_0000876	2022-12-29	2022.993151
EPI_ISL_16635194	2022-12-29	2022.993151
EPI_ISL_16635201	2022-12-29	2022.993151
NODE_0001033	2022-06-28	2022.490303
EPI_ISL_17501483	2023-04-05	2023.258904
NODE_0001034	2022-07-29	2022.574861
NODE_0001315	2023-03-02	2023.165465
EPI_ISL_17785599	2023-03-25	2023.228767
NODE_0001316	2023-03-18	2023.209589
EPI_ISL_17785541	2023-03-18	2023.209589
NODE_0000881	2023-03-27	2023.234247
EPI_ISL_17789961	2023-03-27	2023.234247
EPI_ISL_17789962	2023-03-27	2023.234247
NODE_0001318	2022-08-16	2022.622266
EPI_ISL_16713295	2023-01-01	2023.001370
EPI_ISL_17487859	2023-03-17	2023.206849
EPI_ISL_16869324	2023-02-05	2023.097260
NODE_0001377	2022-09-09	2022.689312
NODE_0001378	2022-10-27	2022.819504
EPI_ISL_17273679	2023-02-24	2023.149315
NODE_0001379	2022-11-28	2022.906929
EPI_ISL_16646033	2023-01-03	2023.006849
EPI_ISL_17714397	2023-05-03	2023.335616
NODE_0001380	2022-09-28	2022.739874
EPI_ISL_17273689	2023-02-27	2023.157534
EPI_ISL_17714361	2023-05-08	2023.349315
EPI_ISL_17273705	2023-03-12	2023.193151
EPI_ISL_17088813	2023-01-03	2023.006849
NODE_0001384	2022-11-14	2022.869480
EPI_ISL_17088878	2023-03-03	2023.168493
EPI_ISL_16636215	2023-01-09	2023.023288
EPI_ISL_16641668	2022-12-28	2022.990411
NODE_0001389	2022-09-13	2022.699366
EPI_ISL_16635874	2023-01-10	2023.026027
NODE_0001390	2022-10-20	2022.800399
EPI_ISL_17490675	2022-12-22	2022.973973
EPI_ISL_17805519	2023-01-01	2023.001370
EPI_ISL_16635992	2023-01-04	2023.009589
NODE_0001398	2022-11-09	2022.856545
EPI_ISL_16636233	2023-01-10	2023.026027
EPI_ISL_16641652	2022-12-25	2022.982192
EPI_ISL_17494525	2023-03-02	2023.165753
NODE_0000891	2022-11-10	2022.859882
EPI_ISL_16596489	2023-01-09	2023.023288
NODE_0000893	2022-11-11	2022.860324
EPI_ISL_17088847	2023-01-10	2023.026027
NODE_0000894	2022-11-11	2022.860324
EPI_ISL_17489241	2023-03-12	2023.193151
EPI_ISL_17027419	2023-02-08	2023.105479
NODE_0001400	2022-11-04	2022.841902
EPI_ISL_17104793	2023-02-21	2023.141096
EPI_ISL_17494190	2023-03-08	2023.182192
EPI_ISL_16636220	2023-01-09	2023.023288
EPI_ISL_16723896	2023-01-05	2023.012329
NODE_0001407	2022-11-27	2022.905180
EPI_ISL_16970257	2023-02-01	2023.086301
EPI_ISL_17488032	2023-02-28	2023.160274
EPI_ISL_17493760	2023-03-18	2023.209589
NODE_0001050	2022-11-13	2022.867740
EPI_ISL_17493158	2022-12-13	2022.949315
NODE_0000897	2022-12-07	2022.933142
EPI_ISL_16646057	2023-01-05	2023.012329
EPI_ISL_16698283	2022-12-26	2022.984932
NODE_0001409	2022-10-06	2022.762858
EPI_ISL_16635615	2022-12-29	2022.993151
NODE_0001435	2022-11-26	2022.901503
EPI_ISL_17805494	2022-12-31	2022.998630
NODE_0001436	2023-04-05	2023.258904
EPI_ISL_17620355	2023-04-14	2023.283562
EPI_ISL_17547578	2023-04-05	2023.258904
NODE_0001425	2022-11-05	2022.845061
EPI_ISL_16646065	2023-01-02	2023.004110
