#node	date	numeric date
NODE_0000756	2022-10-25	2022.815928
EPI_ISL_16599074	2022-12-01	2022.916438
NODE_0000757	2022-11-08	2022.854359
EPI_ISL_17487342	2023-01-31	2023.083562
NODE_0000758	2023-03-14	2023.198630
EPI_ISL_17309087	2023-03-14	2023.198630
EPI_ISL_17489240	2023-03-14	2023.198630
NODE_0000761	2022-12-27	2022.987151
EPI_ISL_17516914	2023-04-10	2023.272603
NODE_0000762	2023-04-10	2023.272603
EPI_ISL_17516911	2023-04-10	2023.272603
EPI_ISL_17516908	2023-04-10	2023.272603
NODE_0000764	2023-01-15	2023.039874
EPI_ISL_17494517	2023-02-27	2023.157534
NODE_0000106	2023-02-02	2023.089261
EPI_ISL_17494977	2023-02-23	2023.146575
EPI_ISL_17495005	2023-03-03	2023.168493
NODE_0000766	2022-12-01	2022.916438
EPI_ISL_16438301	2022-12-23	2022.976712
EPI_ISL_16599080	2022-12-01	2022.916438
EPI_ISL_16599067	2022-12-01	2022.916438
NODE_0000110	2022-12-21	2022.972150
EPI_ISL_16438303	2022-12-23	2022.976712
NODE_0000111	2022-12-23	2022.976712
EPI_ISL_16438304	2022-12-23	2022.976712
EPI_ISL_16438300	2022-12-23	2022.976712
NODE_0000168	2022-09-23	2022.727792
NODE_0000169	2022-10-04	2022.758683
EPI_ISL_16853831	2022-12-30	2022.995890
NODE_0000113	2022-10-30	2022.829421
EPI_ISL_16599061	2022-12-01	2022.916438
NODE_0000115	2022-11-01	2022.834595
EPI_ISL_16609778	2022-12-02	2022.919178
NODE_0000117	2022-11-01	2022.834595
EPI_ISL_16853818	2022-12-28	2022.990411
NODE_0000118	2022-11-02	2022.837198
NODE_0000708	2022-12-01	2022.915095
EPI_ISL_17150194	2023-02-18	2023.132877
EPI_ISL_16438299	2022-12-23	2022.976712
NODE_0000120	2022-11-02	2022.837198
EPI_ISL_17805472	2022-12-31	2022.998630
NODE_0000121	2022-11-02	2022.837198
EPI_ISL_17805498	2022-12-31	2022.998630
NODE_0000122	2022-11-02	2022.837198
EPI_ISL_17805512	2022-12-31	2022.998630
NODE_0000123	2022-11-02	2022.837198
EPI_ISL_17495402	2023-03-14	2023.198630
NODE_0000124	2022-11-02	2022.837198
EPI_ISL_16853783	2023-01-05	2023.012329
NODE_0000127	2022-11-02	2022.837198
EPI_ISL_17495408	2023-03-17	2023.206849
NODE_0000130	2022-11-02	2022.837198
NODE_0000701	2023-02-14	2023.121541
EPI_ISL_17789950	2023-03-27	2023.234247
EPI_ISL_17619312	2023-04-14	2023.283562
NODE_0000132	2022-11-11	2022.860406
NODE_0000720	2023-01-06	2023.015219
EPI_ISL_17165307	2023-02-25	2023.152055
EPI_ISL_17495399	2023-03-13	2023.195890
NODE_0000135	2022-11-19	2022.884448
EPI_ISL_16737878	2023-01-16	2023.042466
NODE_0000138	2022-11-28	2022.906958
EPI_ISL_16853801	2022-12-27	2022.987671
NODE_0000139	2022-11-29	2022.911914
EPI_ISL_16635797	2023-01-09	2023.023288
NODE_0000140	2022-12-01	2022.916438
EPI_ISL_16599064	2022-12-01	2022.916438
NODE_0000142	2023-01-08	2023.021005
NODE_0000143	2023-01-10	2023.026027
EPI_ISL_17817000	2023-03-28	2023.236986
EPI_ISL_16757932	2023-01-10	2023.026027
NODE_0000703	2023-04-26	2023.316438
EPI_ISL_17684183	2023-04-26	2023.316438
EPI_ISL_17684184	2023-04-26	2023.316438
EPI_ISL_17684185	2023-04-28	2023.321918
NODE_0000727	2022-10-22	2022.805503
EPI_ISL_16635809	2023-01-09	2023.023288
EPI_ISL_17494979	2023-02-22	2023.143836
EPI_ISL_16635973	2023-01-01	2023.001370
NODE_0000752	2022-11-17	2022.877487
EPI_ISL_16604742	2022-12-28	2022.990411
EPI_ISL_16596505	2023-01-08	2023.020548
NODE_0000735	2022-11-16	2022.875141
EPI_ISL_17619308	2023-04-11	2023.275342
EPI_ISL_17809529	2022-12-31	2022.998630
NODE_0000737	2022-12-09	2022.939590
EPI_ISL_16853833	2023-01-04	2023.009589
EPI_ISL_16853830	2022-12-30	2022.995890
NODE_0000728	2022-11-23	2022.894793
EPI_ISL_17805474	2022-12-31	2022.998630
NODE_0000729	2023-01-14	2023.036986
EPI_ISL_17489548	2023-01-14	2023.036986
EPI_ISL_16610851	2023-01-14	2023.036986
NODE_0000152	2023-01-30	2023.080183
EPI_ISL_16977191	2023-02-01	2023.086301
NODE_0000155	2023-01-31	2023.084478
EPI_ISL_17488605	2023-02-01	2023.086301
NODE_0000156	2023-02-02	2023.089041
EPI_ISL_16977199	2023-02-02	2023.089041
EPI_ISL_17488573	2023-02-02	2023.089041
NODE_0000201	2022-11-07	2022.851213
EPI_ISL_16635993	2023-01-04	2023.009589
NODE_0000157	2022-11-28	2022.908637
EPI_ISL_16604541	2022-12-27	2022.987671
NODE_0000159	2022-11-30	2022.912363
NODE_0000741	2022-12-30	2022.995890
EPI_ISL_16899454	2023-01-28	2023.075342
EPI_ISL_17805481	2022-12-31	2022.998630
EPI_ISL_17492859	2022-12-30	2022.995890
EPI_ISL_16598623	2022-12-30	2022.995890
NODE_0000161	2022-11-30	2022.913780
EPI_ISL_17805473	2022-12-31	2022.998630
NODE_0000162	2022-11-30	2022.913780
EPI_ISL_17511869	2023-04-04	2023.256164
NODE_0000163	2022-12-23	2022.976712
EPI_ISL_16438302	2022-12-23	2022.976712
NODE_0000164	2023-01-13	2023.035182
EPI_ISL_17516916	2023-04-10	2023.272603
NODE_0000167	2023-02-14	2023.121350
EPI_ISL_17536944	2023-03-21	2023.217808
NODE_0000754	2023-03-14	2023.198630
EPI_ISL_17309088	2023-03-14	2023.198630
EPI_ISL_17489239	2023-03-14	2023.198630
NODE_0000000	2022-08-29	2022.657730
EPI_ISL_16854341	2023-01-16	2023.042466
EPI_ISL_18070911	2023-03-31	2023.245205
EPI_ISL_17495240	2023-03-15	2023.201370
EPI_ISL_17678376	2023-05-03	2023.335616
EPI_ISL_16635125	2023-01-10	2023.026027
EPI_ISL_16614081	2022-12-08	2022.935616
EPI_ISL_17273686	2023-02-28	2023.160274
EPI_ISL_17620373	2023-03-09	2023.184932
EPI_ISL_17684042	2023-05-04	2023.338356
NODE_0000151	2022-09-28	2022.741474
EPI_ISL_17104680	2023-02-24	2023.149315
EPI_ISL_16709029	2023-01-06	2023.015068
NODE_0000002	2022-10-04	2022.756318
EPI_ISL_17689426	2023-04-27	2023.319178
NODE_0000003	2022-11-04	2022.841900
EPI_ISL_17501616	2023-02-24	2023.149315
NODE_0000004	2022-12-25	2022.982803
EPI_ISL_16635857	2023-01-03	2023.006849
EPI_ISL_16596503	2023-01-08	2023.020548
NODE_0000131	2022-10-31	2022.831674
NODE_0000133	2022-11-16	2022.874391
EPI_ISL_17487814	2022-12-20	2022.968493
EPI_ISL_17487764	2022-12-29	2022.993151
NODE_0000178	2022-12-08	2022.935049
EPI_ISL_17487826	2022-12-14	2022.952055
NODE_0000134	2023-01-05	2023.012329
EPI_ISL_17487747	2023-01-05	2023.012329
EPI_ISL_16616879	2023-01-05	2023.012329
NODE_0000005	2022-10-08	2022.767629
NODE_0000006	2023-02-16	2023.127397
EPI_ISL_17072184	2023-02-16	2023.127397
EPI_ISL_17489162	2023-02-16	2023.127397
NODE_0000007	2022-10-26	2022.818191
NODE_0000008	2023-02-16	2023.127397
EPI_ISL_17072194	2023-02-16	2023.127397
EPI_ISL_17489152	2023-02-16	2023.127397
NODE_0000009	2023-02-16	2023.127397
EPI_ISL_17072187	2023-02-16	2023.127397
EPI_ISL_17489159	2023-02-16	2023.127397
NODE_0000153	2022-10-03	2022.754555
EPI_ISL_17618319	2023-04-16	2023.289041
EPI_ISL_16598678	2023-01-03	2023.006849
EPI_ISL_16597090	2022-12-28	2022.990411
NODE_0000154	2023-03-23	2023.223288
EPI_ISL_17514256	2023-03-23	2023.223288
EPI_ISL_17514265	2023-03-29	2023.239726
NODE_0000158	2022-12-06	2022.929376
EPI_ISL_16719064	2023-01-20	2023.053425
EPI_ISL_16604455	2022-12-26	2022.984932
NODE_0000186	2022-09-12	2022.697090
EPI_ISL_16968152	2023-02-11	2023.113699
NODE_0000187	2023-03-13	2023.195890
EPI_ISL_17487943	2023-03-13	2023.195890
NODE_0000194	2023-03-13	2023.195890
EPI_ISL_17501566	2023-04-07	2023.264384
NODE_0000196	2023-03-20	2023.215068
EPI_ISL_17487864	2023-03-20	2023.215068
NODE_0000198	2023-03-31	2023.244531
EPI_ISL_17501551	2023-03-31	2023.245205
NODE_0000199	2023-04-01	2023.248862
EPI_ISL_17494736	2023-04-03	2023.253425
NODE_0000200	2023-04-03	2023.253425
EPI_ISL_17494734	2023-04-03	2023.253425
EPI_ISL_17501520	2023-04-03	2023.253425
NODE_0000059	2022-09-29	2022.743451
EPI_ISL_17637381	2023-04-11	2023.275342
NODE_0000060	2023-04-07	2023.264384
EPI_ISL_17563562	2023-04-19	2023.297260
EPI_ISL_17563558	2023-04-07	2023.264384
NODE_0000063	2022-12-28	2022.990411
EPI_ISL_16646036	2023-01-03	2023.006849
EPI_ISL_16560932	2022-12-28	2022.990411
NODE_0000064	2023-02-11	2023.113581
EPI_ISL_17785534	2023-03-16	2023.204110
NODE_0000065	2023-03-13	2023.196137
EPI_ISL_17494733	2023-04-01	2023.247945
EPI_ISL_17485755	2023-03-25	2023.228767
EPI_ISL_17488893	2023-04-07	2023.264384
NODE_0000013	2022-10-09	2022.771696
NODE_0000015	2022-12-06	2022.930137
EPI_ISL_16709255	2022-12-06	2022.930137
EPI_ISL_16709256	2022-12-06	2022.930137
NODE_0000208	2022-12-02	2022.919178
EPI_ISL_16709251	2022-12-03	2022.921918
EPI_ISL_16709253	2022-12-02	2022.919178
NODE_0000017	2023-02-10	2023.110452
NODE_0000018	2023-03-20	2023.215068
EPI_ISL_17489700	2023-03-20	2023.215068
EPI_ISL_17489699	2023-03-20	2023.215068
NODE_0000019	2023-03-02	2023.165072
NODE_0000020	2023-03-13	2023.195890
EPI_ISL_17492631	2023-03-13	2023.195890
EPI_ISL_17494445	2023-03-14	2023.198630
NODE_0000247	2023-03-05	2023.174896
EPI_ISL_17262005	2023-03-07	2023.179452
NODE_0000253	2023-03-07	2023.179452
EPI_ISL_17488993	2023-03-07	2023.179452
EPI_ISL_17492630	2023-03-13	2023.195890
NODE_0000039	2022-09-26	2022.735556
EPI_ISL_17490388	2023-03-27	2023.234247
EPI_ISL_16598423	2023-01-16	2023.042466
EPI_ISL_16634698	2022-12-06	2022.930137
NODE_0000215	2022-10-14	2022.785917
EPI_ISL_17501489	2023-04-06	2023.261644
NODE_0000216	2022-12-09	2022.939213
EPI_ISL_17487717	2023-01-09	2023.023288
NODE_0000217	2022-12-11	2022.944844
NODE_0000045	2023-01-13	2023.035156
EPI_ISL_17637372	2023-04-19	2023.297260
EPI_ISL_17490548	2023-03-14	2023.198630
NODE_0000220	2022-12-13	2022.949315
EPI_ISL_17031550	2022-12-13	2022.949315
NODE_0000221	2023-01-01	2023.002543
EPI_ISL_17951385	2023-04-26	2023.316438
NODE_0000222	2023-01-03	2023.007766
EPI_ISL_18009825	2023-05-05	2023.341096
NODE_0000223	2023-01-05	2023.012329
EPI_ISL_17545694	2023-04-13	2023.280822
EPI_ISL_16635235	2023-01-05	2023.012329
NODE_0000382	2022-10-02	2022.751325
EPI_ISL_17736126	2022-12-28	2022.990411
EPI_ISL_16560935	2023-01-05	2023.012329
EPI_ISL_17186013	2023-03-03	2023.168493
EPI_ISL_16737889	2023-01-07	2023.017808
EPI_ISL_17488044	2023-02-27	2023.157534
EPI_ISL_17495200	2023-01-15	2023.039726
NODE_0000386	2023-01-09	2023.024304
EPI_ISL_17492943	2023-02-25	2023.152055
EPI_ISL_17186592	2023-02-27	2023.157534
NODE_0000390	2022-10-28	2022.824574
EPI_ISL_16636036	2022-12-23	2022.976712
NODE_0000270	2022-11-26	2022.903192
EPI_ISL_17104828	2022-12-25	2022.982192
NODE_0000228	2023-01-15	2023.040519
EPI_ISL_17545743	2023-04-23	2023.308219
EPI_ISL_17488863	2023-04-07	2023.264384
NODE_0000103	2022-09-26	2022.736694
EPI_ISL_16635294	2023-01-03	2023.006849
EPI_ISL_16709456	2023-01-03	2023.006849
EPI_ISL_17490644	2023-01-06	2023.015068
EPI_ISL_17031610	2023-01-04	2023.009589
EPI_ISL_17493748	2023-03-06	2023.176712
NODE_0000125	2022-10-18	2022.795958
EPI_ISL_16899505	2023-01-11	2023.028767
NODE_0000126	2022-11-05	2022.846287
EPI_ISL_16899506	2023-01-11	2023.028767
EPI_ISL_16864315	2023-01-11	2023.028767
NODE_0000128	2022-10-30	2022.830007
EPI_ISL_16947567	2023-01-03	2023.006849
NODE_0000129	2022-12-10	2022.941708
EPI_ISL_17029133	2023-02-06	2023.100000
EPI_ISL_17029140	2023-02-10	2023.110959
NODE_0000112	2022-11-03	2022.840654
EPI_ISL_16709485	2022-12-02	2022.919178
NODE_0000116	2022-11-22	2022.891353
EPI_ISL_17645466	2023-05-04	2023.338356
EPI_ISL_17698009	2023-04-24	2023.310959
EPI_ISL_17261720	2023-03-06	2023.176712
NODE_0000263	2022-11-25	2022.900474
EPI_ISL_16702135	2022-12-28	2022.990411
NODE_0000114	2023-03-21	2023.216712
EPI_ISL_17563560	2023-04-08	2023.267123
EPI_ISL_17536878	2023-04-04	2023.256164
NODE_0000290	2022-11-05	2022.844154
EPI_ISL_16635062	2022-12-06	2022.930137
NODE_0000292	2022-11-05	2022.846131
NODE_0000104	2022-12-06	2022.930137
EPI_ISL_16635059	2022-12-06	2022.930137
EPI_ISL_16635073	2022-12-06	2022.930137
NODE_0000265	2022-11-05	2022.846131
EPI_ISL_17031827	2023-02-02	2023.089041
NODE_0000267	2022-11-05	2022.846131
EPI_ISL_16635323	2023-01-09	2023.023288
NODE_0000268	2022-11-05	2022.846131
EPI_ISL_16597925	2023-01-09	2023.023288
NODE_0000269	2022-11-05	2022.846131
EPI_ISL_17784904	2023-03-31	2023.245205
NODE_0000108	2022-12-06	2022.930735
EPI_ISL_17488802	2023-04-02	2023.250685
NODE_0000109	2023-01-07	2023.018505
EPI_ISL_17197671	2023-02-26	2023.154795
EPI_ISL_17273713	2023-03-06	2023.176712
NODE_0000331	2022-09-18	2022.712951
EPI_ISL_17805513	2022-12-31	2022.998630
EPI_ISL_17489380	2023-03-17	2023.206849
NODE_0000339	2022-10-31	2022.831901
EPI_ISL_17086612	2023-01-08	2023.020548
EPI_ISL_17086591	2023-01-05	2023.012329
NODE_0000344	2022-10-16	2022.791144
EPI_ISL_18070770	2023-02-10	2023.110959
NODE_0000345	2022-11-09	2022.855747
EPI_ISL_17086576	2022-12-27	2022.987671
NODE_0000346	2023-04-26	2023.316438
EPI_ISL_17697825	2023-04-26	2023.316438
EPI_ISL_17697747	2023-04-26	2023.316438
NODE_0000332	2022-10-19	2022.799373
EPI_ISL_16968123	2023-02-10	2023.110959
EPI_ISL_16698452	2022-12-20	2022.968493
NODE_0000278	2022-12-02	2022.919646
EPI_ISL_17805484	2022-12-31	2022.998630
NODE_0000279	2022-12-07	2022.932877
EPI_ISL_16636174	2022-12-07	2022.932877
NODE_0000281	2022-12-11	2022.943984
EPI_ISL_16636225	2023-01-09	2023.023288
EPI_ISL_16636179	2022-12-21	2022.971233
NODE_0000282	2022-10-18	2022.795520
NODE_0000341	2023-03-12	2023.194246
EPI_ISL_17794815	2023-04-22	2023.305479
NODE_0000342	2023-03-26	2023.231909
EPI_ISL_17794820	2023-04-27	2023.319178
EPI_ISL_17794827	2023-05-02	2023.332877
NODE_0000285	2022-12-09	2022.937789
NODE_0000349	2023-01-06	2023.015068
EPI_ISL_17951340	2023-05-10	2023.354795
EPI_ISL_16635238	2023-01-06	2023.015068
NODE_0000287	2022-12-28	2022.990411
EPI_ISL_17494967	2023-02-28	2023.160274
EPI_ISL_16702104	2022-12-28	2022.990411
NODE_0000352	2022-10-05	2022.759997
EPI_ISL_17785555	2023-03-26	2023.231507
EPI_ISL_17086597	2022-12-27	2022.987671
EPI_ISL_17492737	2023-02-21	2023.141096
EPI_ISL_16709035	2023-01-09	2023.023288
EPI_ISL_16750695	2022-12-29	2022.993151
NODE_0000357	2023-01-23	2023.062445
EPI_ISL_18070834	2023-03-03	2023.168493
NODE_0000358	2023-03-13	2023.196714
EPI_ISL_18070875	2023-03-17	2023.206849
EPI_ISL_18070892	2023-03-24	2023.226027
NODE_0000360	2022-10-22	2022.806906
EPI_ISL_17031812	2023-02-01	2023.086301
EPI_ISL_16390380	2022-12-30	2022.995890
NODE_0000361	2022-11-22	2022.890420
EPI_ISL_17092332	2023-02-26	2023.154795
EPI_ISL_17547592	2023-04-12	2023.278082
NODE_0000364	2022-12-05	2022.926074
EPI_ISL_17794522	2023-04-29	2023.324658
EPI_ISL_17501604	2023-02-24	2023.149315
NODE_0000373	2022-11-17	2022.879299
EPI_ISL_16641616	2022-12-01	2022.916438
NODE_0000295	2022-11-28	2022.907972
EPI_ISL_16641618	2022-12-02	2022.919178
EPI_ISL_16635287	2022-12-27	2022.987671
NODE_0000376	2022-11-16	2022.875110
EPI_ISL_16636183	2022-12-22	2022.973973
EPI_ISL_16636191	2022-12-25	2022.982192
EPI_ISL_16636221	2023-01-09	2023.023288
NODE_0000298	2022-12-12	2022.946486
EPI_ISL_16636237	2023-01-10	2023.026027
EPI_ISL_16390390	2022-12-31	2022.998630
NODE_0000366	2023-02-07	2023.103113
EPI_ISL_17261683	2023-02-27	2023.157534
NODE_0000367	2023-02-22	2023.143647
EPI_ISL_17261772	2023-03-02	2023.165753
EPI_ISL_17494078	2023-03-14	2023.198630
NODE_0000371	2023-03-08	2023.182192
EPI_ISL_17261773	2023-03-08	2023.182192
EPI_ISL_17261774	2023-03-08	2023.182192
