,EventTime,Origin,Destination
13,2023.112317,Shandong,Anhui
583,2023.112317,Sichuan,Tianjin
905,2023.112317,Jiangsu,Xinjiang
201,2023.112327,Inner Mongolia,Beijing
1508,2023.113967,Shanghai,Hubei
479,2023.115047,Tianjin,Xinjiang
490,2023.115057,Hong Kong,Taiwan
200,2023.115067,Hainan,Jiangsu
455,2023.115077,Anhui,Shanxi
1126,2023.115097,Yunnan,Fujian
356,2023.115987,Beijing,Hainan
115,2023.117297,Shaanxi,Fujian
1307,2023.117437,Shanghai,Zhejiang
156,2023.117787,Guangxi,Shandong
770,2023.117787,Jiangsu,Liaoning
864,2023.117787,Jiangxi,Anhui
221,2023.117797,Tianjin,Shandong
338,2023.117797,Guizhou,Tianjin
454,2023.117797,Anhui,Hainan
610,2023.117807,Inner Mongolia,Shandong
1012,2023.118617,Shanghai,Jiangsu
557,2023.120167,Jilin,Jiangsu
106,2023.120537,Sichuan,Hainan
720,2023.120537,Hunan,Hainan
1197,2023.120557,Jiangsu,Taiwan
1346,2023.121027,Hubei,Sichuan
394,2023.121057,Anhui,Shandong
503,2023.121277,Henan,Gansu
623,2023.121497,Inner Mongolia,Chongqing
957,2023.121547,Hong Kong,Zhejiang
482,2023.122607,Hebei,Shanxi
1709,2023.123347,Hubei,Zhejiang
1684,2023.124137,Hubei,Sichuan
1200,2023.124817,Guangdong,Hong Kong
362,2023.124907,Shanghai,Qinghai
1006,2023.124917,Shanghai,Hong Kong
1517,2023.125537,Shanghai,Hubei
653,2023.126007,Anhui,Tianjin
785,2023.126007,Jiangsu,Hubei
14,2023.126017,Anhui,Beijing
1304,2023.126047,Zhejiang,Taiwan
727,2023.127917,Shanghai,Anhui
81,2023.128187,Anhui,Henan
55,2023.128367,Anhui,Shanghai
671,2023.128747,Jilin,Liaoning
682,2023.128747,Anhui,Shaanxi
290,2023.128757,Shanghai,Heilongjiang
377,2023.128757,Anhui,Hebei
621,2023.128757,Inner Mongolia,Anhui
1612,2023.129647,Shanghai,Henan
376,2023.131497,Anhui,Hebei
930,2023.131497,Hong Kong,Guangdong
968,2023.133187,Guangxi,Zhejiang
1857,2023.133397,Henan,Hubei
907,2023.134207,Jiangsu,Anhui
468,2023.134227,Tianjin,Hainan
270,2023.134237,Hebei,Inner Mongolia
908,2023.134237,Jiangsu,Hebei
1753,2023.134337,Hubei,Anhui
1108,2023.134567,Yunnan,Beijing
444,2023.135317,Zhejiang,Heilongjiang
745,2023.136967,Shanxi,Jiangsu
784,2023.137337,Yunnan,Shaanxi
1838,2023.138847,Hubei,Hong Kong
48,2023.139707,Anhui,Henan
373,2023.139717,Shandong,Hainan
593,2023.139717,Yunnan,Fujian
219,2023.139727,Shaanxi,Jiangxi
848,2023.139727,Taiwan,Hainan
859,2023.139727,Shandong,Hainan
1206,2023.139737,Jiangsu,Beijing
994,2023.141547,Taiwan,Jiangsu
1013,2023.142167,Shanghai,Sichuan
683,2023.142447,Anhui,Hebei
794,2023.142447,Jiangsu,Henan
24,2023.142457,Taiwan,Hong Kong
853,2023.142457,Zhejiang,Guangdong
1142,2023.143427,Shanghai,Henan
854,2023.144077,Shandong,Chongqing
321,2023.145187,Beijing,Henan
609,2023.145207,Qinghai,Gansu
562,2023.146047,Liaoning,Heilongjiang
1069,2023.147407,Liaoning,Beijing
1714,2023.147897,Yunnan,Tianjin
166,2023.147937,Guangxi,Shaanxi
849,2023.147937,Taiwan,Hubei
225,2023.147947,Tianjin,Liaoning
1151,2023.147947,Shanghai,Guangdong
598,2023.147977,Yunnan,Guangdong
1627,2023.149207,Jiangsu,Hubei
716,2023.150187,Hunan,Sichuan
769,2023.150377,Jiangsu,Shanghai
65,2023.150667,Anhui,Gansu
218,2023.150677,Shaanxi,Tianjin
247,2023.150677,Tianjin,Shaanxi
928,2023.150677,Hong Kong,Guangdong
929,2023.150677,Hong Kong,Guangdong
1681,2023.151167,Hubei,Anhui
1332,2023.151627,Shanghai,Yunnan
1736,2023.151837,Hubei,Liaoning
816,2023.153407,Jiangsu,Hubei
410,2023.153417,Hebei,Heilongjiang
806,2023.153437,Jiangsu,Shanghai
1301,2023.153437,Zhejiang,Taiwan
1702,2023.153627,Yunnan,Sichuan
1390,2023.154127,Hubei,Yunnan
433,2023.154167,Zhejiang,Shanghai
888,2023.155017,Jiangsu,Hubei
1173,2023.155817,Anhui,Jiangsu
900,2023.156137,Jiangsu,Henan
93,2023.156147,Sichuan,Hubei
175,2023.156147,Yunnan,Xinjiang
741,2023.156147,Shanxi,Shandong
96,2023.156157,Sichuan,Xinjiang
795,2023.156157,Jiangsu,Hainan
842,2023.156157,Zhejiang,Shandong
845,2023.156157,Taiwan,Hainan
901,2023.158887,Jiangsu,Yunnan
1369,2023.159227,Hubei,Shanghai
414,2023.159627,Hebei,Beijing
956,2023.159637,Hong Kong,Fujian
559,2023.159817,Jilin,Heilongjiang
173,2023.161617,Yunnan,Qinghai
754,2023.161617,Tianjin,Chongqing
367,2023.161627,Yunnan,Gansu
461,2023.161627,Zhejiang,Henan
1752,2023.163087,Hubei,Zhejiang
130,2023.164367,Sichuan,Zhejiang
285,2023.164367,Hainan,Yunnan
510,2023.164367,Shanghai,Henan
596,2023.164367,Zhejiang,Yunnan
227,2023.164377,Tianjin,Shanxi
300,2023.164377,Liaoning,Fujian
1291,2023.164957,Jiangsu,Qinghai
981,2023.165587,Yunnan,Hong Kong
1317,2023.166367,Guangdong,Anhui
90,2023.167107,Sichuan,Yunnan
586,2023.167107,Sichuan,Zhejiang
909,2023.167107,Jiangsu,Heilongjiang
254,2023.167117,Tianjin,Zhejiang
1843,2023.167117,Hong Kong,Hubei
194,2023.167447,Sichuan,Shanghai
1282,2023.168117,Jiangsu,Guangdong
646,2023.168807,Chongqing,Shanxi
1930,2023.169647,Taiwan,Hubei
278,2023.169847,Shanghai,Anhui
706,2023.169847,Tianjin,Beijing
566,2023.172297,Jiangsu,Inner Mongolia
891,2023.172577,Jiangsu,Guangdong
306,2023.172587,Shanghai,Sichuan
581,2023.172597,Sichuan,Gansu
618,2023.172597,Qinghai,Shanxi
1708,2023.172597,Hubei,Tianjin
1198,2023.172617,Jiangsu,Hubei
1213,2023.172827,Shanxi,Heilongjiang
1912,2023.174087,Shanghai,Heilongjiang
430,2023.175317,Anhui,Tianjin
692,2023.175317,Beijing,Hainan
129,2023.175327,Sichuan,Hainan
527,2023.175327,Hebei,Guangdong
766,2023.175327,Jiangsu,Hainan
232,2023.175337,Henan,Hainan
288,2023.175337,Shanghai,Henan
572,2023.175337,Yunnan,Anhui
1306,2023.175357,Shanghai,Guangdong
923,2023.178237,Shaanxi,Anhui
1717,2023.178927,Sichuan,Xinjiang
819,2023.180807,Jiangsu,Zhejiang
856,2023.180817,Yunnan,Shaanxi
1279,2023.180837,Jiangsu,Hubei
1310,2023.180837,Guangdong,Beijing
1236,2023.182427,Jiangsu,Jiangxi
407,2023.183537,Zhejiang,Tianjin
152,2023.183547,Jiangsu,Yunnan
304,2023.183547,Hong Kong,Guangdong
449,2023.183547,Zhejiang,Guangdong
788,2023.183547,Jiangsu,Guangdong
358,2023.186277,Hainan,Henan
536,2023.186297,Guangdong,Hebei
1249,2023.186807,Jiangsu,Hubei
691,2023.186937,Beijing,Yunnan
501,2023.187847,Henan,Xinjiang
1642,2023.188597,Hubei,Jiangxi
881,2023.189017,Shanghai,Jiangsu
688,2023.189027,Jilin,Liaoning
202,2023.189037,Inner Mongolia,Shanxi
477,2023.191757,Gansu,Hebei
91,2023.191767,Sichuan,Beijing
260,2023.191767,Ningxia,Inner Mongolia
342,2023.191767,Shanghai,Heilongjiang
974,2023.191777,Taiwan,Hong Kong
1330,2023.192707,Henan,Sichuan
1590,2023.193927,Shanghai,Zhejiang
756,2023.194487,Tianjin,Hebei
736,2023.194497,Shanghai,Shandong
276,2023.194507,Shanghai,Jiangsu
253,2023.194517,Tianjin,Shandong
309,2023.194517,Shanghai,Hubei
1205,2023.194537,Jiangsu,Zhejiang
393,2023.194607,Anhui,Liaoning
1848,2023.194817,Hong Kong,Sichuan
1556,2023.195967,Anhui,Henan
1688,2023.196617,Xinjiang,Gansu
750,2023.197237,Tianjin,Guangdong
822,2023.197247,Jiangsu,Zhejiang
1731,2023.197257,Hubei,Heilongjiang
1738,2023.197257,Hubei,Hebei
264,2023.199997,Liaoning,Anhui
1637,2023.200777,Hubei,Beijing
1672,2023.200947,Shanghai,Beijing
161,2023.201087,Guangxi,Jiangxi
1035,2023.201527,Liaoning,Fujian
2039,2023.202537,Hubei,Henan
676,2023.202717,Heilongjiang,Inner Mongolia
744,2023.202717,Shanxi,Guangxi
107,2023.202727,Sichuan,Zhejiang
483,2023.202727,Hebei,Guangdong
605,2023.202727,Inner Mongolia,Shaanxi
635,2023.202727,Jiangxi,Guangxi
224,2023.202737,Tianjin,Zhejiang
335,2023.202737,Zhejiang,Fujian
938,2023.202777,Hong Kong,Shanghai
111,2023.202977,Sichuan,Yunnan
1833,2023.203937,Hubei,Xinjiang
1231,2023.204427,Jiangsu,Sichuan
946,2023.204707,Shandong,Anhui
1280,2023.205077,Jiangsu,Anhui
52,2023.205457,Anhui,Henan
445,2023.205457,Zhejiang,Fujian
43,2023.205467,Anhui,Sichuan
82,2023.205467,Henan,Sichuan
215,2023.205467,Shaanxi,Hebei
602,2023.205467,Yunnan,Fujian
271,2023.205477,Hebei,Gansu
86,2023.208207,Sichuan,Tianjin
1788,2023.208487,Hubei,Zhejiang
1373,2023.208987,Shanghai,Jiangsu
1594,2023.209097,Shanghai,Guangdong
110,2023.210947,Sichuan,Inner Mongolia
228,2023.210947,Tianjin,Jilin
412,2023.210947,Shandong,Hebei
257,2023.210957,Liaoning,Jilin
1208,2023.210967,Jiangsu,Inner Mongolia
1506,2023.211437,Shanghai,Sichuan
54,2023.213677,Anhui,Shanghai
484,2023.213677,Hebei,Jilin
489,2023.213677,Henan,Hebei
155,2023.213687,Guangxi,Shanghai
293,2023.213687,Inner Mongolia,Jilin
569,2023.213687,Yunnan,Zhejiang
633,2023.213687,Jiangxi,Guangxi
636,2023.213687,Jiangxi,Guangxi
899,2023.213817,Jiangsu,Shanghai
757,2023.216407,Tianjin,Jiangxi
665,2023.216417,Hebei,Jilin
344,2023.216427,Shanghai,Jilin
437,2023.216427,Zhejiang,Jiangsu
587,2023.216427,Sichuan,Shaanxi
626,2023.216427,Inner Mongolia,Jilin
789,2023.216427,Jiangsu,Hubei
15,2023.216927,Anhui,Heilongjiang
297,2023.219167,Shanghai,Inner Mongolia
311,2023.219167,Shanghai,Shaanxi
326,2023.219167,Beijing,Jilin
443,2023.219167,Zhejiang,Jiangsu
459,2023.219167,Guangxi,Hebei
645,2023.219167,Chongqing,Jilin
1128,2023.219297,Fujian,Taiwan
1759,2023.219487,Hubei,Jiangxi
943,2023.221077,Taiwan,Shanghai
487,2023.221897,Guangdong,Hebei
537,2023.221897,Hebei,Jilin
317,2023.221907,Liaoning,Jilin
1453,2023.223017,Hubei,Jiangsu
1227,2023.223117,Jiangsu,Yunnan
1121,2023.223287,Zhejiang,Beijing
144,2023.223547,Shaanxi,Sichuan
1135,2023.224037,Taiwan,Hong Kong
1885,2023.224537,Henan,Jiangsu
216,2023.224647,Shaanxi,Hebei
709,2023.224647,Tianjin,Inner Mongolia
1413,2023.226367,Hubei,Anhui
1078,2023.226567,Beijing,Shanghai
1572,2023.226937,Anhui,Hubei
896,2023.227377,Jiangsu,Henan
1732,2023.227397,Hubei,Jiangsu
1903,2023.227397,Zhejiang,Sichuan
1329,2023.227407,Henan,Sichuan
1266,2023.228507,Jiangsu,Hubei
103,2023.230117,Sichuan,Xinjiang
330,2023.230127,Beijing,Zhejiang
1840,2023.230977,Hong Kong,Anhui
1438,2023.231357,Hubei,Jiangxi
1635,2023.231467,Hubei,Anhui
1083,2023.232107,Beijing,Hubei
1936,2023.232187,Hubei,Xinjiang
1222,2023.232267,Jiangsu,Shanghai
366,2023.232857,Yunnan,Liaoning
743,2023.232867,Shanxi,Shandong
1676,2023.232877,Hubei,Zhejiang
1370,2023.233367,Shanghai,Jiangxi
1879,2023.234327,Henan,Yunnan
1914,2023.235467,Shanghai,Guangdong
690,2023.235597,Beijing,Tianjin
889,2023.235597,Hubei,Henan
184,2023.235607,Xinjiang,Tianjin
655,2023.235607,Guizhou,Guangxi
850,2023.235607,Taiwan,Yunnan
1734,2023.235607,Hubei,Hebei
1644,2023.235637,Jiangxi,Fujian
1805,2023.237727,Hubei,Jiangxi
1607,2023.238027,Shanghai,Anhui
753,2023.238327,Tianjin,Jiangxi
357,2023.238337,Hainan,Hubei
165,2023.238347,Guangxi,Inner Mongolia
217,2023.238347,Shaanxi,Hebei
1475,2023.238357,Hubei,Anhui
1040,2023.238477,Fujian,Jiangsu
1315,2023.238827,Guangdong,Shanghai
948,2023.238977,Hong Kong,Jiangsu
630,2023.239257,Anhui,Inner Mongolia
56,2023.241077,Shanghai,Inner Mongolia
116,2023.241087,Sichuan,Hebei
1873,2023.241087,Shanghai,Taiwan
62,2023.243817,Shandong,Henan
648,2023.243817,Chongqing,Inner Mongolia
667,2023.243817,Gansu,Inner Mongolia
677,2023.243817,Heilongjiang,Inner Mongolia
614,2023.243827,Jilin,Liaoning
1836,2023.243837,Hubei,Shanghai
1944,2023.244127,Hubei,Zhejiang
2004,2023.244617,Hubei,Xinjiang
1683,2023.245467,Hubei,Heilongjiang
243,2023.246557,Tianjin,Inner Mongolia
1778,2023.246767,Hubei,Beijing
1990,2023.247297,Hubei,Qinghai
1017,2023.247317,Sichuan,Yunnan
1633,2023.247387,Hubei,Shanghai
1699,2023.248017,Yunnan,Taiwan
1179,2023.248047,Anhui,Jiangsu
996,2023.248757,Jiangsu,Yunnan
732,2023.249297,Jilin,Tianjin
906,2023.249297,Jiangsu,Jiangxi
971,2023.249297,Shanghai,Jiangsu
1691,2023.249317,Hubei,Jiangsu
1309,2023.249327,Guangdong,Jiangsu
1175,2023.250427,Jiangsu,Yunnan
1469,2023.250677,Hubei,Jiangsu
1232,2023.250747,Sichuan,Anhui
748,2023.252027,Shanxi,Liaoning
149,2023.252037,Ningxia,Beijing
85,2023.252047,Sichuan,Shandong
237,2023.252047,Jilin,Beijing
710,2023.252047,Tianjin,Beijing
1119,2023.252047,Zhejiang,Shanghai
1145,2023.252047,Henan,Beijing
1224,2023.252057,Jiangsu,Anhui
1671,2023.252927,Shanghai,Sichuan
1700,2023.254477,Yunnan,Shanghai
369,2023.254767,Yunnan,Anhui
235,2023.254777,Jilin,Anhui
807,2023.254777,Shanghai,Anhui
879,2023.254777,Henan,Anhui
112,2023.254787,Yunnan,Zhejiang
622,2023.254787,Inner Mongolia,Qinghai
1502,2023.254807,Shanghai,Anhui
1591,2023.254807,Zhejiang,Anhui
1629,2023.254817,Hubei,Anhui
1088,2023.255477,Hubei,Fujian
1055,2023.255567,Liaoning,Yunnan
1775,2023.256887,Hubei,Jiangxi
329,2023.257527,Beijing,Liaoning
555,2023.257527,Jilin,Heilongjiang
924,2023.257527,Anhui,Henan
713,2023.257977,Tianjin,Gansu
1239,2023.258377,Jiangxi,Hubei
772,2023.260247,Jiangsu,Beijing
327,2023.260257,Beijing,Fujian
363,2023.260257,Yunnan,Heilongjiang
447,2023.260257,Zhejiang,Shanghai
865,2023.260257,Jiangxi,Fujian
830,2023.260267,Zhejiang,Shanghai
843,2023.260267,Zhejiang,Hubei
925,2023.260267,Anhui,Jiangxi
1558,2023.260967,Henan,Liaoning
1007,2023.262657,Hong Kong,Jiangxi
79,2023.262997,Anhui,Shanghai
644,2023.262997,Chongqing,Qinghai
1764,2023.264077,Hubei,Zhejiang
1995,2023.264527,Hubei,Gansu
649,2023.265727,Chongqing,Yunnan
565,2023.265737,Jiangsu,Zhejiang
902,2023.265737,Jiangsu,Yunnan
841,2023.265747,Zhejiang,Jiangsu
1154,2023.265757,Shanghai,Jiangsu
1801,2023.267227,Hubei,Jiangxi
746,2023.267597,Shanxi,Henan
752,2023.268467,Heilongjiang,Jiangsu
777,2023.268467,Liaoning,Sichuan
323,2023.268477,Xinjiang,Zhejiang
119,2023.268487,Sichuan,Zhejiang
1125,2023.268497,Yunnan,Shanghai
2007,2023.270737,Hubei,Henan
997,2023.271077,Jiangsu,Jiangxi
679,2023.271217,Heilongjiang,Sichuan
113,2023.271227,Yunnan,Sichuan
1707,2023.271227,Hubei,Beijing
1811,2023.271647,Hubei,Shanghai
1997,2023.272997,Hubei,Gansu
681,2023.273957,Heilongjiang,Jiangsu
935,2023.273967,Hong Kong,Shanghai
1712,2023.273967,Hubei,Zhejiang
1911,2023.274807,Shanghai,Heilongjiang
1171,2023.274897,Anhui,Jiangsu
1014,2023.276367,Sichuan,Shanghai
1613,2023.276947,Henan,Beijing
1934,2023.277277,Hubei,Heilongjiang
1946,2023.278347,Zhejiang,Jiangxi
739,2023.279427,Anhui,Zhejiang
80,2023.279437,Anhui,Heilongjiang
209,2023.279437,Gansu,Sichuan
999,2023.279447,Taiwan,Liaoning
1928,2023.280387,Hong Kong,Guangdong
755,2023.282167,Tianjin,Shanxi
69,2023.282177,Anhui,Shanghai
108,2023.282177,Sichuan,Jiangsu
1917,2023.282187,Shanghai,Henan
1148,2023.282197,Beijing,Zhejiang
1253,2023.282797,Hubei,Fujian
1920,2023.284897,Hong Kong,Liaoning
438,2023.284927,Jiangsu,Shanghai
1091,2023.284937,Fujian,Hubei
1156,2023.284937,Shanghai,Jiangsu
1477,2023.285217,Hubei,Shanghai
1080,2023.287587,Shanghai,Sichuan
1184,2023.287597,Anhui,Jiangsu
126,2023.287657,Liaoning,Hubei
1114,2023.289067,Yunnan,Guangdong
1536,2023.289507,Shanghai,Yunnan
647,2023.290387,Chongqing,Jiangxi
890,2023.290387,Henan,Hubei
661,2023.290397,Jilin,Liaoning
1619,2023.290807,Henan,Anhui
1209,2023.291647,Jiangsu,Guangdong
299,2023.293137,Liaoning,Heilongjiang
949,2023.294817,Hong Kong,Sichuan
100,2023.295877,Sichuan,Shanghai
314,2023.295877,Shanghai,Yunnan
1507,2023.297777,Sichuan,Xinjiang
1420,2023.298417,Hubei,Sichuan
678,2023.298607,Inner Mongolia,Beijing
820,2023.298607,Jiangsu,Shanghai
637,2023.298617,Jiangxi,Guangdong
1134,2023.298617,Taiwan,Yunnan
1136,2023.298617,Hong Kong,Guangdong
967,2023.298627,Taiwan,Shanghai
1221,2023.298637,Jiangsu,Anhui
1095,2023.299677,Hubei,Sichuan
1272,2023.301297,Hubei,Henan
670,2023.301347,Jilin,Liaoning
685,2023.301347,Jiangsu,Jiangxi
462,2023.301357,Zhejiang,Shanghai
1834,2023.301367,Xinjiang,Gansu
1560,2023.301377,Anhui,Yunnan
1850,2023.302317,Sichuan,Fujian
2053,2023.302877,Henan,Shanghai
1011,2023.303187,Shanghai,Beijing
1032,2023.303847,Sichuan,Yunnan
1953,2023.303947,Hubei,Shanghai
122,2023.304097,Hebei,Jiangsu
1804,2023.304107,Hubei,Guangdong
1303,2023.304127,Zhejiang,Liaoning
1573,2023.305757,Hubei,Qinghai
2013,2023.306217,Hubei,Guangdong
1146,2023.306747,Henan,Shanxi
650,2023.306827,Chongqing,Guangdong
456,2023.306837,Shanxi,Shanghai
1132,2023.306837,Taiwan,Beijing
1158,2023.306847,Shanghai,Jiangsu
1710,2023.306847,Zhejiang,Liaoning
1817,2023.306847,Hubei,Beijing
1562,2023.306857,Anhui,Henan
1267,2023.307377,Hubei,Yunnan
702,2023.308037,Shaanxi,Shanxi
1886,2023.308277,Jiangsu,Guangdong
1609,2023.308617,Anhui,Beijing
365,2023.309567,Yunnan,Sichuan
481,2023.309577,Jilin,Shanghai
1923,2023.309577,Hong Kong,Guangdong
1001,2023.309587,Taiwan,Hong Kong
937,2023.309597,Hong Kong,Shanghai
1260,2023.309597,Jiangsu,Shanghai
1255,2023.309617,Fujian,Beijing
1942,2023.310107,Hubei,Qinghai
249,2023.312317,Tianjin,Fujian
1722,2023.312327,Sichuan,Jiangxi
1725,2023.312327,Sichuan,Beijing
1202,2023.312347,Guangdong,Henan
1895,2023.313187,Jiangsu,Guangdong
1544,2023.313267,Shanghai,Beijing
1800,2023.313497,Hubei,Sichuan
1964,2023.313557,Hubei,Jiangsu
1397,2023.314647,Hubei,Yunnan
133,2023.315057,Sichuan,Henan
1097,2023.315067,Sichuan,Shanghai
1122,2023.315067,Zhejiang,Anhui
1157,2023.315067,Shanghai,Guangdong
1685,2023.315067,Sichuan,Heilongjiang
1901,2023.315067,Zhejiang,Guangdong
1555,2023.315077,Anhui,Guangdong
1586,2023.315077,Taiwan,Jiangsu
2015,2023.315077,Guangdong,Jiangsu
1234,2023.315547,Anhui,Sichuan
1340,2023.315887,Hubei,Guangdong
1274,2023.315987,Henan,Beijing
781,2023.317787,Hainan,Henan
197,2023.317797,Shanghai,Guangdong
307,2023.317797,Shanghai,Henan
1107,2023.317797,Yunnan,Guangdong
1217,2023.317817,Jiangsu,Beijing
1331,2023.317817,Sichuan,Henan
1501,2023.317817,Shanghai,Hubei
1314,2023.317827,Guangdong,Hong Kong
1628,2023.317827,Hubei,Henan
1261,2023.318337,Shanghai,Hubei
620,2023.320537,Inner Mongolia,Gansu
226,2023.320547,Tianjin,Gansu
612,2023.320547,Inner Mongolia,Gansu
977,2023.320547,Jilin,Guangdong
980,2023.320547,Yunnan,Shanghai
1036,2023.320547,Fujian,Liaoning
1098,2023.320547,Shanghai,Hubei
1845,2023.320547,Hubei,Anhui
1223,2023.320557,Jiangsu,Hubei
1281,2023.320557,Anhui,Liaoning
1500,2023.320557,Shanghai,Guangdong
1583,2023.320567,Shanghai,Hong Kong
1947,2023.322657,Jiangxi,Fujian
1893,2023.322847,Jiangsu,Yunnan
63,2023.323267,Shandong,Sichuan
157,2023.323267,Guangxi,Guangdong
350,2023.323267,Tianjin,Liaoning
196,2023.323277,Shanghai,Hubei
1798,2023.323277,Hubei,Sichuan
124,2023.323287,Liaoning,Shanxi
1164,2023.323287,Guangdong,Shanghai
1478,2023.323287,Shanghai,Jiangsu
1539,2023.323287,Yunnan,Beijing
1679,2023.323287,Shanghai,Jiangsu
1769,2023.323287,Hubei,Guangdong
1789,2023.323287,Hubei,Anhui
1809,2023.323287,Hubei,Guangdong
1909,2023.323287,Shanghai,Guangdong
2022,2023.323287,Hubei,Sichuan
2023,2023.323287,Hubei,Shanghai
1278,2023.323297,Jiangsu,Guangdong
1284,2023.323837,Jiangsu,Shanghai
1728,2023.324297,Sichuan,Hubei
1440,2023.324727,Hubei,Henan
502,2023.325997,Henan,Xinjiang
404,2023.326007,Heilongjiang,Yunnan
95,2023.326017,Sichuan,Fujian
325,2023.326017,Beijing,Fujian
417,2023.326017,Shanxi,Beijing
660,2023.326017,Jilin,Xinjiang
1041,2023.326017,Jiangsu,Beijing
1037,2023.326027,Fujian,Hubei
1768,2023.326027,Hubei,Jiangsu
1787,2023.326027,Hubei,Fujian
1807,2023.326027,Hubei,Guangdong
1837,2023.326027,Shanghai,Guangdong
1844,2023.326027,Hubei,Guangdong
1512,2023.326037,Shanghai,Hong Kong
1312,2023.326047,Guangdong,Hong Kong
1664,2023.326047,Hubei,Xinjiang
1546,2023.327467,Beijing,Shanghai
1574,2023.328387,Hubei,Zhejiang
1043,2023.328757,Jiangsu,Beijing
1743,2023.328757,Qinghai,Shanxi
1056,2023.328767,Yunnan,Hubei
1669,2023.328767,Shanghai,Hong Kong
1674,2023.328767,Hubei,Zhejiang
1749,2023.328767,Hubei,Zhejiang
1570,2023.328777,Anhui,Jiangxi
1703,2023.328777,Sichuan,Yunnan
1313,2023.328787,Guangdong,Anhui
1582,2023.328787,Shanghai,Guangdong
1466,2023.329657,Hubei,Jiangsu
174,2023.331487,Yunnan,Jiangxi
1883,2023.331497,Henan,Beijing
1916,2023.331497,Shanghai,Beijing
1052,2023.331507,Liaoning,Hubei
1099,2023.331507,Hubei,Jiangxi
1230,2023.331517,Jiangsu,Anhui
1967,2023.331517,Jiangsu,Guangdong
1210,2023.331527,Guangdong,Anhui
1318,2023.331527,Anhui,Jiangsu
1358,2023.334037,Sichuan,Jiangxi
316,2023.334227,Liaoning,Beijing
246,2023.334237,Tianjin,Xinjiang
950,2023.334247,Sichuan,Shanghai
1414,2023.334247,Anhui,Yunnan
1207,2023.334257,Jiangsu,Hong Kong
1815,2023.334257,Shanghai,Yunnan
1599,2023.334267,Henan,Fujian
1652,2023.334267,Hubei,Beijing
1653,2023.334267,Hubei,Beijing
1365,2023.335147,Sichuan,Anhui
680,2023.336967,Heilongjiang,Beijing
969,2023.336977,Zhejiang,Sichuan
1773,2023.336977,Hubei,Anhui
1810,2023.336977,Hubei,Beijing
1877,2023.336977,Henan,Anhui
1889,2023.336977,Jiangsu,Anhui
231,2023.336987,Henan,Beijing
1019,2023.336987,Yunnan,Hubei
1079,2023.336987,Shanghai,Anhui
1111,2023.336987,Yunnan,Guangdong
1112,2023.336987,Yunnan,Guangdong
1118,2023.336987,Zhejiang,Anhui
1727,2023.336987,Sichuan,Beijing
1864,2023.336987,Henan,Anhui
1288,2023.336997,Heilongjiang,Liaoning
1578,2023.337487,Hubei,Shanghai
1100,2023.337907,Hubei,Sichuan
1968,2023.338527,Guangdong,Hubei
1786,2023.339517,Hubei,Heilongjiang
364,2023.339707,Yunnan,Beijing
236,2023.339717,Jilin,Hubei
712,2023.339717,Tianjin,Xinjiang
1030,2023.339717,Sichuan,Shanghai
1109,2023.339717,Beijing,Guangdong
1137,2023.339717,Hong Kong,Jiangxi
1799,2023.339717,Hubei,Shanghai
1235,2023.339727,Sichuan,Beijing
1726,2023.339727,Sichuan,Shanghai
1750,2023.339727,Hubei,Guangdong
1846,2023.339727,Hubei,Beijing
1853,2023.339727,Henan,Beijing
1344,2023.339737,Hubei,Jiangxi
1412,2023.339737,Hubei,Jiangxi
1442,2023.339737,Hubei,Jiangxi
1587,2023.339907,Shanghai,Guangdong
287,2023.342447,Fujian,Heilongjiang
87,2023.342457,Sichuan,Shanghai
324,2023.342457,Beijing,Shanghai
1686,2023.342457,Sichuan,Jiangxi
1793,2023.342457,Hubei,Beijing
1841,2023.342457,Anhui,Heilongjiang
230,2023.342467,Henan,Shanghai
1025,2023.342467,Sichuan,Jiangsu
1101,2023.342467,Sichuan,Anhui
1129,2023.342467,Fujian,Shanghai
1394,2023.342467,Hubei,Jiangxi
1796,2023.342467,Hubei,Sichuan
1985,2023.342467,Hubei,Beijing
1355,2023.342477,Sichuan,Guangdong
1415,2023.342477,Hubei,Shanghai
1503,2023.342477,Shanghai,Guangdong
1567,2023.342477,Anhui,Zhejiang
1665,2023.342487,Hubei,Zhejiang
1418,2023.342767,Hubei,Shanxi
1063,2023.342967,Liaoning,Hubei
142,2023.345187,Guangdong,Hubei
92,2023.345197,Sichuan,Yunnan
711,2023.345197,Tianjin,Liaoning
762,2023.345197,Jiangsu,Shanghai
1105,2023.345197,Yunnan,Beijing
1780,2023.345197,Beijing,Guangdong
1792,2023.345197,Hubei,Guangdong
1794,2023.345197,Hubei,Beijing
1921,2023.345197,Hong Kong,Beijing
1265,2023.345207,Hubei,Yunnan
1342,2023.345207,Hubei,Guangdong
1343,2023.345207,Hubei,Anhui
1719,2023.345207,Sichuan,Hubei
1802,2023.345207,Jiangxi,Fujian
1823,2023.345207,Gansu,Jiangxi
1890,2023.345207,Jiangsu,Guangdong
1225,2023.345217,Jiangsu,Fujian
1269,2023.345217,Hubei,Beijing
1326,2023.345217,Jiangsu,Guangdong
1554,2023.345217,Anhui,Qinghai
1592,2023.345217,Shanghai,Guangdong
1256,2023.345237,Beijing,Sichuan
1730,2023.345457,Hubei,Shanghai
1564,2023.347237,Anhui,Heilongjiang
125,2023.347937,Liaoning,Beijing
251,2023.347937,Tianjin,Gansu
