,EventTime,Origin,Destination
494,2023.383057,Yunnan,Taiwan
495,2023.383557,Beijing,Hong Kong
496,2023.383567,Hubei,Yunnan
497,2023.386297,Shanghai,Gansu
498,2023.386297,Liaoning,Shanxi
499,2023.386297,Beijing,Jiangxi
500,2023.386297,Hubei,Beijing
501,2023.386297,Hubei,Gansu
502,2023.386307,Jiangsu,Shanghai
503,2023.386307,Jiangsu,Xinjiang
504,2023.386307,Hubei,Fujian
505,2023.386307,Shanghai,Jiangsu
506,2023.386307,Yunnan,Sichuan
507,2023.386307,Shanghai,Sichuan
508,2023.386307,Yunnan,Gansu
509,2023.386307,Guangdong,Beijing
510,2023.386317,Jiangsu,Shanghai
511,2023.386947,Hong Kong,Shanghai
512,2023.388627,Shanghai,Henan
513,2023.389037,Liaoning,Shanxi
514,2023.389037,Hubei,Shanxi
515,2023.389037,Liaoning,Shanxi
516,2023.389037,Hubei,Sichuan
517,2023.389047,Shanghai,Jiangxi
518,2023.389047,Anhui,Shanxi
519,2023.391787,Sichuan,Anhui
520,2023.391797,Jiangsu,Heilongjiang
521,2023.394507,Guangdong,Beijing
522,2023.394517,Hubei,Heilongjiang
523,2023.394517,Hubei,Jiangxi
524,2023.394517,Henan,Gansu
525,2023.394517,Henan,Qinghai
526,2023.394527,Jiangsu,Jiangxi
527,2023.394527,Shanghai,Heilongjiang
528,2023.394527,Shanghai,Jiangsu
529,2023.394537,Anhui,Jiangsu
530,2023.394537,Beijing,Heilongjiang
531,2023.394547,Anhui,Jiangsu
532,2023.397257,Liaoning,Heilongjiang
533,2023.397257,Hubei,Henan
534,2023.397257,Hubei,Jiangxi
535,2023.397257,Anhui,Henan
536,2023.397257,Hubei,Gansu
537,2023.397257,Hubei,Heilongjiang
538,2023.397267,Sichuan,Gansu
539,2023.397267,Jiangsu,Yunnan
540,2023.397267,Hubei,Jiangxi
541,2023.397267,Shanghai,Sichuan
542,2023.397277,Jiangsu,Heilongjiang
543,2023.397277,Hubei,Xinjiang
544,2023.397277,Anhui,Qinghai
545,2023.397287,Henan,Gansu
546,2023.399987,Beijing,Henan
547,2023.399997,Beijing,Shanghai
548,2023.399997,Sichuan,Hubei
549,2023.399997,Hubei,Jiangxi
550,2023.399997,Hubei,Sichuan
551,2023.400007,Beijing,Henan
552,2023.400007,Jiangsu,Henan
553,2023.400007,Hubei,Sichuan
554,2023.400007,Shanghai,Henan
555,2023.400017,Heilongjiang,Anhui
556,2023.400017,Anhui,Henan
557,2023.400017,Guangdong,Hong Kong
558,2023.400017,Jiangsu,Shanghai
559,2023.400017,Beijing,Yunnan
560,2023.400017,Henan,Qinghai
561,2023.400627,Jiangsu,Shanghai
562,2023.401887,Qinghai,Gansu
563,2023.402737,Hubei,Yunnan
564,2023.402747,Jiangsu,Heilongjiang
